,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income82,rincom82,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote76,pres76,if76who,vote80,pres80,if80who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,courtsy,wirtap,relig,denom,other,fund,attend,reliten,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,prayer,racmar,racmar10,racdin,racpush,racseg,raclive,racclos,racdis,racinteg,rachome,racschol,racfew,rachaf,racmost,busing,busing10,racpres,color,racname,rachisch,racmix,racneigh,racnobuy,ractrust,racparty,racocc,racinc,racopnow,racopwil,happy,hapmar,health,life,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,socrel,socommun,socfrend,socbar,socpars,socsibs,anomia5,anomia6,anomia7,joblose,jobfind,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,jobkeep,jobpay,jobrise,jobhonor,joboff,jobinter,jobindep,jobresp,jobpeop,jobhelp,jobsoc,jobaccmp,jobsafe,class,satfin,finalter,finrela,incneed,wksub,wksubs,wksup,wksups,getahead,fehome,fework,fepres,fepol,fepoly,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,abpro1,abpro2,abpro3,abcon1,abcon2,abcon3,abimp,abinfo,abfirm,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,xmarsex,homosex,letdie1,letdie2,suicide1,suicide2,suicide3,suicide4,fear,fearhome,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,ticket,arrest,hunt,huntothr,news,tvhours,radiohrs,phone,coop,comprend,form,eraread,erameans,era,eratell,erawhy1,erawhy2,erawhy3,eraimp,erainfo,erafirm,impfam,impwork,imprelax,impfrend,impkin,impchurh,imppol,privacy,civic,rushed,bored,pollgood,polltrue,feserve,meserve,taxserve,milqual,milpay,fenumok,hinumok,blnumok,hinumoky,blnumoky,milvolok,fightair,mechanic,nurse,typist,brass,fightlnd,transair,gunner,fightsea,fefight,fedirty,febrass,fehlpmil,draft,draftfe,draftem,draftfem,draftcol,draftmar,draftpar,draftgay,draftco,draftdef,vetfam,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,dwelling,dwelngh,dwelcity,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,away7,where7,relate8,gender8,old8,mar8,relate9,gender9,old9,mar9,relate10,gender10,old10,mar10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,relate13,gender13,old13,mar13,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswar,usintl,usun,commun,commun10,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,zodiac,death,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1982,1,1,40.0,,,631.0,32.0,2.0,527.0,1,7810.0,1.0,3,1,28.0,19.0,4470.0,3,1,1,20.0,2.0,7.0,,,1.0,663.0,25.0,2.0,319.0,8320.0,1.0,3,1,32.0,22.0,1680.0,3,1,314.0,36.0,2.0,777.0,5300.0,1.0,3,1,30.0,17.0,8660.0,3,1,,0.0,1,1,,,,1,1,2.0,3.0,41.0,9.0,,8.0,10.0,0.0,0.0,0.0,0.0,1,1,3.0,1,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4,0.0,0.0,2.0,2.0,0.0,1.0,10.0,10.0,12.0,12.0,1,1,1,641,6.18,7.67,4.42,3.07,5.9,36.2,6.69,7.98,2.32,2.88,4.03,28.9,4.13,6.82,7.64,3.09,3.84,33.0,0.0,1.0,1.0,,1.0,2.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,2.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,5.0,4.0,1.0,3.0,,,,,,,,,,,,,,2.0,2.0,3.0,2.0,1000.0,2.0,,2.0,,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,45.0,42.0,51.0,11.0,,,4.0,4.0,3.0,3.0,2.0,,,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,2.0,2.0,2.0,8.0,3.0,2.0,1.0,1,1.0,1.0,1.0,,41.0,32.0,10.0,3.0,3.0,2.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,,,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,,2.0,1.0,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,6.0,22605.0,22605.0,33931.0,33931.0,15.0,2.0,0.0,,6.0,3.0,4.0,1.0,1.0,,1.0,1.0,0.0,,,1.0,0.0,5.0,1,1,40.0,1.0,,,2.0,2.0,39.0,1.0,,,3.0,1.0,17.0,5.0,,,3.0,1.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1,4.0,11.0,2,1.0,1,0,224.0,7731.0,3315.0,7950.0,18.8,16.9,14.9,24.1,52.7,7.2,,,,13.2,16.5,5.5,1.0,1.0,1.0,3.0,1.0,9.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0,1941.0,1961.0,2.0,2.0,0.645,101,3,1.235,,,1.0319,7501,1,7222.1
1,1982,2,7,,,1.0,395.0,36.0,2.0,707.0,1,5850.0,1.0,3,1,32.0,21.0,6870.0,3,1,1,23.0,2.0,1.0,40.0,,,916.0,22.0,2.0,427.0,9130.0,1.0,3,1,35.0,29.0,8680.0,3,1,690.0,32.0,2.0,288.0,8965.0,1.0,3,1,35.0,28.0,1080.0,3,1,,0.0,1,1,,,,1,1,13.0,2.0,49.0,12.0,,6.0,7.0,1.0,0.0,0.0,0.0,2,1,6.0,1,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,8.0,4.0,6,1.0,0.0,1.0,4.0,0.0,4.0,,,,,1,1,1,641,3.55,7.6,7.94,3.59,3.91,41.0,6.66,7.64,6.82,1.76,2.75,13.8,7.0,7.93,5.15,2.37,3.05,26.5,0.0,1.0,1.0,,1.0,2.0,,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,,2.0,2.0,2.0,,,2.0,4.0,3.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,3.0,2.0,3.0,3.0,7.0,7.0,3.0,4.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,7.0,0.0,1.0,1.0,1.0,1.0,,,3.0,,,,,,,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,3.0,2.0,1.0,1200.0,1.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,21.0,32.0,,1.0,,,2.0,4.0,3.0,2.0,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,2.0,4.0,4.0,1.0,3.0,2.0,1.0,2,1.0,1.0,3.0,,60.0,82.0,61.0,3.0,3.0,3.0,7.0,5.0,6.0,7.0,7.0,6.0,5.0,1.0,2.0,1.0,,3.0,3.0,3.0,3.0,,3.0,,2.0,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,,,,,,15.0,1.0,0.0,,6.0,3.0,4.0,1.0,1.0,,1.0,,1.0,,,1.0,,5.0,1,1,50.0,1.0,,,2.0,2.0,48.0,1.0,,,3.0,1.0,22.0,1.0,,,4.0,2.0,21.0,1.0,,,5.0,2.0,0.0,,,,3.0,1.0,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2,204.0,11.0,5,2.0,1,0,217.0,3990.0,8340.0,5320.0,25.7,40.3,13.7,26.8,24.3,26.7,,,,32.0,25.4,39.4,1.0,2.0,1.0,1.0,1.0,9.0,9.0,8.0,1.0,2.0,8.0,4.0,8.0,1933.0,1956.0,10.0,2.0,0.696,101,3,1.235,,,2.0638,7501,1,7222.1
2,1982,3,1,40.0,,,56.0,56.0,2.0,737.0,1,630.0,1.0,3,1,47.0,59.0,7390.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,280.0,34.0,1.0,69.0,4840.0,1.0,3,1,43.0,51.0,770.0,3,1,,0.0,1,1,,,,1,1,4.0,0.0,27.0,15.0,12.0,12.0,,1.0,1.0,1.0,,2,1,5.0,2,3.0,1.0,,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,,1.0,11.0,,14.0,,1,1,1,641,1.42,3.83,8.0,4.86,6.61,58.3,,,,,,,3.53,5.62,7.86,3.4,4.1,37.5,2.0,1.0,2.0,,1.0,1.0,,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,,,2.0,2.0,3.0,2.0,,,2.0,,,,,,,,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,3.0,5.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,,,,,,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,3.0,3.0,1.0,4.0,1000.0,1.0,4.0,2.0,,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,13.0,,5.0,,,2.0,1.0,4.0,4.0,1.0,8.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,4.0,,1.0,2.0,2.0,3.0,1.0,1.0,2,1.0,1.0,2.0,,40.0,2.0,,2.0,2.0,4.0,7.0,6.0,7.0,6.0,7.0,6.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,3.0,,,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,7.0,28030.0,,42979.0,,14.0,1.0,0.0,,8.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,1,2,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,301.0,1930.0,4510.0,,65.3,82.4,65.0,61.2,73.9,65.3,,,,,,,1.0,2.0,1.0,1.0,1.0,8.0,4.0,1.0,0.0,6.0,2.0,2.0,2.0,1955.0,,6.0,1.0,1.0,101,3,1.235,,,0.5159,7501,1,7222.1
3,1982,4,2,8.0,,,933.0,14.0,1.0,798.0,1,4900.0,1.0,3,1,41.0,37.0,8560.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,270.0,44.0,1.0,718.0,4920.0,1.0,3,1,49.0,69.0,7070.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,24.0,12.0,16.0,15.0,,1.0,3.0,1.0,,2,1,5.0,3,3.0,1.0,,1.0,2.0,1.0,4.0,1.0,0.0,0.0,2,0.0,0.0,0.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,1,1,1,641,6.05,6.79,7.44,2.69,2.92,26.4,,,,,,,2.99,5.02,8.0,3.95,5.82,47.8,4.0,2.0,,1.0,2.0,,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,2.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,1.0,2.0,2.0,3.0,4.0,4.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,,,2.0,,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,7.0,3.0,3.0,5.0,5.0,2.0,2.0,2.0,,,2.0,1.0,2.0,5.0,3.0,4.0,1.0,,,,,,,,,,,,,,3.0,2.0,1.0,4.0,700.0,2.0,,2.0,,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42.0,45.0,11.0,3.0,,,1.0,3.0,4.0,2.0,1.0,2.0,,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,,2.0,3.0,2.0,3.0,1.0,1.0,1,1.0,1.0,2.0,,3.0,25.0,40.0,1.0,3.0,2.0,7.0,7.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,,3.0,1.0,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,7836.0,7836.0,11763.0,11763.0,11.0,1.0,0.0,,8.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,1,1,24.0,5.0,,,8.0,2.0,24.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2,7.0,5.0,1,8.0,1,0,305.0,5400.0,4411.0,,38.9,51.0,33.0,56.9,78.0,49.6,,,,,,,2.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,2.0,6.0,7.0,4.0,5.0,1958.0,,12.0,1.0,1.52,101,3,1.235,,,1.0319,7501,1,7222.1
4,1982,5,5,,,1.0,643.0,19.0,2.0,509.0,1,5610.0,1.0,3,1,35.0,27.0,4390.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,,,2.0,,8965.0,1.0,3,1,35.0,28.0,1270.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,57.0,6.0,,,,0.0,,,,1,1,6.0,1,1.0,1.0,,1.0,,2.0,3.0,1.0,8.0,4.0,1,0.0,0.0,0.0,1.0,,0.0,3.0,,3.0,,1,1,1,641,6.89,8.0,6.48,2.06,2.19,23.4,,,,,,,,,,,,,0.0,1.0,1.0,,1.0,2.0,,7.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,,,,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,,1.0,2.0,2.0,,,2.0,4.0,1.0,2.0,,,2.0,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,1.0,,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,3.0,3.0,1.0,7.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,2.0,0.0,4.0,1.0,2.0,2.0,,,,,,,,,,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,1.0,3.0,3.0,3.0,400.0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,96.0,,,96.0,,,,,,2.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,4.0,,2.0,2.0,2.0,3.0,2.0,3.0,2,2.0,,,2.0,41.0,,,4.0,4.0,4.0,7.0,1.0,7.0,7.0,6.0,7.0,7.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,1.0,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4220.0,,6334.0,,15.0,1.0,0.0,,6.0,3.0,4.0,,,,,,,,,,,,1,1,57.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,216.0,9714.0,,,23.7,31.9,14.5,26.8,24.3,26.7,,,,,,,2.0,2.0,1.0,,,9.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,1925.0,,10.0,2.0,1.0,101,3,1.235,,,0.5159,7501,1,7222.1
5,1982,6,1,70.0,,,962.0,22.0,2.0,838.0,1,3930.0,1.0,3,1,34.0,27.0,8190.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,1.0,527.0,4710.0,1.0,3,1,48.0,58.0,4470.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,29.0,16.0,,12.0,,3.0,0.0,1.0,,1,1,3.0,0,3.0,1.0,,1.0,1.0,1.0,,2.0,8.0,4.0,1,0.0,0.0,0.0,1.0,,1.0,6.0,3.0,6.0,3.0,1,1,1,641,6.46,6.02,7.91,2.53,3.19,26.0,,,,,,,1.97,5.59,7.18,4.37,6.61,48.3,3.0,2.0,,1.0,2.0,,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,,,2.0,2.0,2.0,2.0,,,2.0,,,,,,,,,2.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,2.0,,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,2.0,1.0,5.0,2.0,4.0,6.0,6.0,4.0,6.0,6.0,4.0,6.0,6.0,3.0,2.0,1.0,2.0,600.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,12.0,45.0,10.0,10.0,2.0,3.0,2.0,2.0,4.0,4.0,1.0,4.0,,1.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1.0,2.0,,1.0,41.0,31.0,2.0,3.0,3.0,7.0,7.0,6.0,7.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,,,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,5.0,7836.0,4220.0,11763.0,6334.0,14.0,1.0,0.0,,6.0,3.0,4.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1,1,28.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,326.0,5890.0,2190.0,,34.7,48.5,25.7,57.5,65.6,64.7,,,,,,,2.0,1.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,3.0,3.0,1953.0,,5.0,1.0,1.0,101,3,1.235,,,0.5159,7501,1,7222.1
6,1982,7,2,25.0,,,372.0,46.0,2.0,748.0,1,5700.0,1.0,3,1,47.0,55.0,3390.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,265.0,47.0,2.0,717.0,4810.0,1.0,3,1,47.0,61.0,6990.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,21.0,15.0,12.0,12.0,,2.0,1.0,1.0,,2,1,5.0,1,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.0,3.0,4,0.0,1.0,1.0,2.0,0.0,2.0,10.0,,12.0,,1,3,3,27,2.98,6.03,7.98,4.0,5.98,47.7,,,,,,,1.86,5.65,8.0,4.21,6.18,49.7,2.0,3.0,,1.0,1.0,2.0,,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,2.0,,,2.0,2.0,3.0,2.0,,,2.0,,,,,,,,,2.0,2.0,2.0,3.0,3.0,4.0,2.0,,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,2.0,,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,4.0,6.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,,,,,,6.0,6.0,7.0,5.0,5.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,7.0,3.0,2.0,1.0,3.0,1000.0,1.0,3.0,2.0,,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,44.0,40.0,,11.0,1.0,,3.0,2.0,4.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2,1.0,1.0,2.0,,42.0,2.0,41.0,3.0,2.0,3.0,7.0,6.0,6.0,7.0,7.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,3.0,,2.0,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,22605.0,,33931.0,,15.0,2.0,0.0,,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1,2,41.0,3.0,,,3.0,2.0,20.0,5.0,,,3.0,2.0,16.0,5.0,,,3.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2,12.0,13.0,2,3.0,1,0,402.0,3211.0,4410.0,,38.8,57.6,27.8,57.8,75.9,54.7,,,,,,,1.0,2.0,2.0,1.0,2.0,7.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,1961.0,,7.0,1.0,0.748,101,3,1.235,,,1.0319,7501,1,7222.1
