,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income82,rincom82,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote80,pres80,if80who,polviews,polviewx,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,eqwlth,cappun,courts,wirtap,grass,relig,denom,other,fund,attend,maattend,paattend,reliten,postlife,postlf1,postlf2,postlf3,postlf4,postlf5,postlf6,postlf7,postlf8,postlf9,postlf10,pray,grace,neargod,judge,redeemer,lover,master,mother,creator,father,spouse,friend,king,liberatr,healer,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,prayer,racopen,raclive,racclos,racdis,racinteg,racfew,rachaf,racmost,busing,racpres,racchurh,racimp,racinfo,racfirm,raccare,racthink,racwrite,racgive,racjoin,happy,hapmar,helpful,fair,trust,trusty,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,smokecig,evsmoke,joblose,jobfind,satjob,class,rank,satfin,finalter,finrela,unemp,govaid,union,fehome,fework,fepres,fepol,feimp,feinfo,fefirm,fecare,fethink,fewrite,fegive,fejoin,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,letdie1,letdie2,suicide1,suicide2,suicide3,suicide4,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,news,tvhours,radiohrs,phone,coop,comprend,form,divorce5,divrel1,divrel4,unemp5,unrel1,unrel4,hosdis5,hosrel1,hosrel4,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,trarel1,trarel5,tratot1,tratot5,milqual,milpay,fenumok,hinumok,blnumok,draft,draftfe,draftem,draftfem,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,dwelling,dwelngh,dwelcity,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,away7,where7,relate8,gender8,old8,mar8,relate9,gender9,old9,relate10,gender10,old10,mar10,away10,where10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,away12,where12,relate13,gender13,old13,away13,where13,relate14,gender14,mar14,away14,where14,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswar,usintl,usun,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,zodiac,death,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1983,1,7,,,2.0,,,,,0,,,4,2,,,,4,2,3,16.0,,,,,,,,,,,,4,2,,,,4,2,,,,,,,4,2,,,,4,2,,,4,2,,,,4,2,6.0,3.0,24.0,9.0,,12.0,,0.0,,1.0,,2,1,1,1,1.0,5,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,3,1.0,1.0,0.0,1,,0.0,5.0,,5.0,,1,4,4,31,,,,,,,,,,,,,,,,,,,2.0,2.0,,3.0,4.0,,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,3.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,,,2.0,0.0,7.0,,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,,,,,,,,,1.0,2.0,2.0,,,,2.0,1.0,,2.0,1.0,3.0,3.0,3.0,4.0,,,,,,3.0,,1.0,3.0,2.0,,3.0,4.0,4.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,7.0,3.0,6.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,4.0,1.0,,3.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,,,,,1.0,2.0,1.0,,1.0,2.0,,2.0,2.0,,,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,6.0,5.0,3.0,1.0,1.0,1,3.0,0,0,1.0,1,2,0.0,1,1,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2,2,3.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,,1.0,2.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,6248.0,,9397.0,,30.0,2.0,0.0,,2.0,5.0,5.0,1.0,2.0,23.0,3.0,,,3.0,1.0,6.0,,,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2,1.0,1.0,0,301,,,,,,,,,,,,,,,,1.0,1.0,1.0,9.0,6.0,1.0,1.0,4.0,4.0,5.0,4.0,1959.0,1975.0,6.0,1.0,1.0,102,3,1.0,,,0.5058,7601,1,7222.1
1,1983,2,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,1,17.0,2.0,3.0,,40.0,,415.0,40.0,2.0,69.0,6230.0,1.0,3,1,44.0,49.0,770.0,3,1,761.0,26.0,2.0,108.0,8530.0,1.0,3,1,36.0,21.0,3770.0,3,1,,0.0,1,1,,,,1,1,7.0,8.0,55.0,12.0,,14.0,11.0,1.0,,1.0,0.0,2,1,2,1,1.0,1,,2.0,,,2.0,1.0,1.0,2.0,5,0.0,0.0,0.0,5,0.0,3.0,11.0,,14.0,,1,4,4,31,,,,,,,3.27,7.84,1.26,3.87,7.61,38.7,6.89,7.96,4.64,2.12,4.24,14.5,3.0,2.0,,,,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,18.0,,1.0,0.0,0.0,0.0,2.0,,1.0,4.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,,,4.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,28.0,,2.0,1.0,18.0,,1.0,1.0,18.0,,1.0,2.0,1.0,2.0,,,,2.0,,1.0,2.0,1.0,2.0,,,,2.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,4.0,6.0,2.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,7.0,7.0,0.0,6.0,3.0,1.0,2.0,2.0,,,1.0,,,,,7.0,3.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,,,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1,6.0,1.0,3.0,1.0,1.0,2,0.0,0,0,0.0,1,1,3.0,1,2,0.0,6,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2,2,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,3.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,7.0,26411.0,,40577.0,,3.0,2.0,0.0,,2.0,4.0,4.0,1.0,1.0,55.0,1.0,,,2.0,2.0,55.0,1.0,,,3.0,2.0,23.0,5.0,,,3.0,2.0,21.0,5.0,,,3.0,1.0,18.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,102.0,1.0,2,2.0,1.0,0,301,,9990.0,9540.0,,,,14.4,11.9,10.0,,,,28.7,25.7,30.3,1.0,1.0,1.0,9.0,3.0,0.0,0.0,7.0,9.0,2.0,4.0,1928.0,1945.0,12.0,1.0,1.0,102,3,1.0,,,2.5291,7601,1,7222.1
2,1983,3,1,50.0,,,245.0,50.0,2.0,329.0,1,1430.0,1.0,3,1,63.0,91.0,1890.0,3,1,1,25.0,2.0,7.0,,,1.0,202.0,72.0,2.0,707.0,7000.0,1.0,3,1,43.0,43.0,6880.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1.0,0.0,54.0,12.0,,8.0,12.0,1.0,,0.0,1.0,1,1,3,1,1.0,5,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,2,0.0,0.0,0.0,2,0.0,2.0,12.0,12.0,17.0,16.0,1,4,4,31,1.06,2.64,7.58,5.23,7.83,61.3,1.29,3.33,7.99,5.06,7.81,60.1,,,,,,,5.0,1.0,2.0,,4.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,2.0,2.0,2.0,2.0,,,2.0,7.0,7.0,,2.0,1.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,18.0,,1.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,,,,,,2.0,1.0,1.0,2.0,1.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,4.0,7.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,4.0,3.0,1.0,3.0,,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,,2.0,,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,1.0,2.0,3.0,2.0,1.0,1,0.0,0,0,0.0,0,0,0.0,1,2,2.0,0,1.0,3.0,,0.0,0.0,0.0,1.0,1,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,3.0,4.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,8.0,110895.0,48277.0,126110.0,72612.0,24.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,52.0,1.0,,,2.0,2.0,48.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,3.0,1.0,1,1.0,1.0,0,417,2190.0,,2114.0,81.6,90.5,89.6,,,,,,,52.4,48.8,67.5,2.0,1.0,1.0,9.0,0.0,0.0,0.0,5.0,9.0,4.0,4.0,1929.0,1954.0,3.0,2.0,0.624,102,3,1.0,,,1.0116,7601,1,7222.1
3,1983,4,1,60.0,,,173.0,47.0,2.0,807.0,1,7700.0,1.0,3,1,50.0,62.0,6570.0,3,1,1,27.0,2.0,2.0,25.0,,,944.0,33.0,2.0,787.0,4510.0,1.0,3,1,36.0,27.0,8980.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1.0,0.0,28.0,12.0,,12.0,12.0,1.0,,1.0,1.0,1,1,4,1,1.0,5,1.0,1.0,1.0,2.0,2.0,1.0,0.0,4.0,4,0.0,1.0,1.0,2,0.0,2.0,12.0,11.0,15.0,14.0,1,4,4,31,2.16,7.04,4.03,4.0,5.27,44.5,2.06,6.82,1.87,3.94,5.95,38.5,,,,,,,2.0,1.0,1.0,,5.0,,3.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,,,2.0,6.0,2.0,,1.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,1.0,4.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,,,,,,1.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,1.0,3.0,,2.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,,,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2,0.0,3.0,3.0,1.0,1.0,1,0.0,0,1,0.0,0,0,2.0,0,0,0.0,0,1.0,0.0,,0.0,0.0,1.0,1.0,0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,8.0,34078.0,26411.0,51256.0,40577.0,,3.0,0.0,,4.0,3.0,3.0,1.0,1.0,36.0,1.0,,,2.0,2.0,35.0,1.0,,,3.0,2.0,14.0,5.0,,,3.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,4.0,11.0,2,1.0,1.0,0,409,390.0,,5700.0,46.5,42.0,59.9,,,,,,,24.6,37.7,13.2,1.0,2.0,1.0,3.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,1955.0,1982.0,4.0,1.0,0.631,102,3,1.0,,,1.0116,7601,1,7222.1
4,1983,5,2,20.0,,,280.0,34.0,2.0,657.0,1,4760.0,1.0,3,1,31.0,18.0,5170.0,3,1,2,18.0,2.0,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,2.0,468.0,20.0,1.0,3,1,50.0,65.0,570.0,3,1,,0.0,1,1,,,,1,1,2.0,6.0,59.0,12.0,8.0,,,1.0,0.0,0.0,,2,1,3,1,1.0,1,,2.0,,,4.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1,,1.0,8.0,4.0,8.0,4.0,1,4,4,31,3.53,5.62,7.86,3.4,4.1,37.5,,,,,,,1.21,3.95,7.41,4.94,7.32,60.1,1.0,1.0,1.0,,,4.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,38.0,,2.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,60.0,40.0,3.0,,,,,,,,,2.0,1.0,2.0,,,,2.0,1.0,,2.0,2.0,1.0,,,,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,2.0,,1.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,7.0,0.0,7.0,2.0,1.0,2.0,2.0,,,2.0,2.0,3.0,1.0,,5.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,,,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,1.0,3.0,1.0,1.0,2,0.0,0,0,0.0,0,0,0.0,1,0,0.0,6,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1,1,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,10223.0,5112.0,15377.0,7688.0,8.0,1.0,0.0,,2.0,3.0,3.0,1.0,2.0,59.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,1,1.0,1.0,0,406,4510.0,2190.0,,39.7,55.9,30.9,68.6,76.5,78.9,,,,,,,2.0,2.0,1.0,9.0,9.0,0.0,0.0,2.0,9.0,8.0,8.0,1924.0,1942.0,1.0,2.0,1.0,102,3,1.0,,,0.5058,7601,1,7222.1
5,1983,6,1,48.0,,,694.0,32.0,2.0,328.0,1,8965.0,1.0,3,1,35.0,28.0,1870.0,3,1,1,22.0,2.0,7.0,,,1.0,643.0,19.0,2.0,329.0,8740.0,1.0,3,1,39.0,38.0,1890.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,4.0,4.0,56.0,7.0,,,12.0,0.0,,,1.0,1,1,2,0,3.0,0,5.0,,,,1.0,2.0,8.0,4.0,2,0.0,0.0,0.0,2,0.0,1.0,12.0,11.0,15.0,14.0,1,4,4,31,6.33,8.0,3.22,2.93,4.64,34.8,6.89,8.0,6.48,2.06,2.19,23.4,,,,,,,2.0,1.0,2.0,,4.0,,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,2.0,,,2.0,7.0,,,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,2.0,1.0,2.0,4.0,3.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,,4.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,6.0,4.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,,,1.0,4.0,3.0,1.0,2.0,,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,4.0,2.0,,,,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,,,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,3.0,1.0,3.0,1.0,1.0,1,0.0,0,0,0.0,1,1,0.0,0,1,1.0,5,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1,2,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,3.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,8.0,34078.0,26411.0,51256.0,40577.0,21.0,1.0,0.0,,2.0,3.0,2.0,1.0,1.0,55.0,1.0,,,2.0,2.0,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,3.0,1.0,1,1.0,1.0,0,416,8340.0,,9714.0,26.8,24.3,26.7,,,,,,,38.1,42.3,38.5,2.0,1.0,1.0,9.0,2.0,0.0,0.0,3.0,2.0,4.0,2.0,1927.0,1949.0,2.0,2.0,0.624,102,3,1.0,,,1.0116,7601,1,7222.1
6,1983,7,1,38.0,,,372.0,46.0,2.0,927.0,1,5220.0,1.0,3,1,51.0,62.0,9470.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,690.0,32.0,2.0,328.0,8030.0,1.0,3,1,40.0,37.0,1870.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,38.0,13.0,12.0,10.0,,1.0,,0.0,,2,1,4,1,1.0,1,,1.0,1.0,1.0,3.0,1.0,0.0,4.0,1,0.0,0.0,0.0,1,,1.0,11.0,10.0,13.0,11.0,1,2,2,50,2.98,6.03,7.98,4.0,5.98,47.7,,,,,,,6.33,8.0,3.22,2.93,4.64,34.8,2.0,1.0,1.0,,,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,,,2.0,7.0,7.0,7.0,1.0,2.0,,,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,2.0,3.0,2.0,2.0,2.0,1.0,,1.0,2.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,4.0,5.0,0.0,2.0,3.0,1.0,1.0,2.0,,,2.0,4.0,3.0,2.0,,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1,2.0,3.0,3.0,1.0,1.0,2,0.0,0,0,0.0,0,0,0.0,1,1,0.0,2,2.0,2.0,,0.0,,0.0,0.0,1,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,1.0,2.0,,3.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,24139.0,18459.0,36306.0,27764.0,21.0,1.0,0.0,,4.0,3.0,3.0,1.0,2.0,37.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,4.0,1,1.0,1.0,0,226,3211.0,8340.0,,41.1,59.3,31.4,38.3,33.9,46.9,,,,,,,2.0,2.0,1.0,4.0,4.0,2.0,0.0,5.0,5.0,5.0,4.0,1945.0,,3.0,1.0,1.0,102,3,1.0,,,0.5058,7601,2,7222.1
