,year,id,wrkstat,hrs1,hrs2,evwork,wrkslf,occ80,prestg80,indus80,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,widowed,spwrksta,sphrs1,sphrs2,spevwork,spwrkslf,spocc80,sppres80,spind80,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,pawrkslf,paocc80,papres80,paind80,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkborn,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income91,rincom91,region,xnorcsiz,srcbelt,size,partyid,vote88,pres88,if88who,vote92,pres92,if92who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natspacy,natenviy,nathealy,natcityy,natcrimy,natdrugy,nateducy,natracey,natarmsy,nataidy,natfarey,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,wirtap,grass,relig,denom,other,jew,fund,attend,reliten,postlife,pray,mapa,mastersp,judgeluv,frndking,relig16,denom16,oth16,jew16,fund16,sprel,spden,spother,spjew,spfund,sprel16,spden16,spoth16,spjew16,spfund16,prayer,bible,racmar,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,racchurh,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,evsmoke,anomia5,anomia6,anomia7,joblose,jobfind,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,union,getahead,fehome,fework,fepres,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,hit,hitage,gun,gunage,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fehelp,fepresch,fefam,racchng,racdif1,racdif2,racdif3,racdif4,divorce5,unemp5,hosdis5,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,helppoor,helpnot,helpsick,helpblk,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,god,standup,selfirst,richpoor,opoutcme,united,obtohelp,lfegod,lfegenes,lfesocty,lfehrdwk,lfechnce,bigband,blugrass,country,blues,musicals,classicl,folk,gospel,jazz,latin,moodeasy,newage,opera,rap,reggae,conrock,oldies,hvymetal,attsprts,visitart,makeart,autorace,camping,garden,dance,gomusic,huntfish,perform,dosports,seemovie,usevcr,plymusic,tvshows,tvnews,tvpbs,judgeart,trstprof,classics,grtbooks,modpaint,english,pclit,excelart,hosthome,frdcreat,frdcultr,frddynam,frdfun,frdhonst,frdintel,frdresp,impfinan,impmar,impkids,impgod,impthngs,impcultr,impjob,impself,mostimp1,mostimp2,mostimp3,mostimp4,colmajr1,colmajr2,hsclass1,hsclass2,eqincome,obeythnk,privent,postmat1,postmat2,scifaith,harmgood,sciworse,scigrn,grnecon,harmsgrn,anrights,resnatur,grnprog,naturpax,grwthelp,antests,naturwar,grwtharm,naturgod,grnprice,grntaxes,grnsol,toodifme,ihlpgrn,scitest1,scitest2,scitest3,scitest4,scitest5,grntest1,grntest2,grntest3,grntest4,grntest5,grntest6,grntest7,carsgen,carsfam,carsten,nukegen,nukefam,indusgen,indusfam,chemgen,chemfam,watergen,waterfam,tempgen,tempfam,pubdecid,busdecid,recycle,chemfree,nomeat,drivless,grngroup,grnsign,grnmoney,grndemo,comtype,aidsknow,aidswho,aidsdead,aidssex,aidsage,aidsrace,aidsreg,aidswho2,aidsded2,aidssex2,aidsage2,aidsrac2,aidsreg2,aidswho3,aidsded3,aidssex3,aidsage3,aidsrac3,aidsreg3,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,sexsex,sexfreq,numwomen,nummen,partnrs5,sexsex5,evpaidsx,evstray,povline,incdef,realinc,realrinc,coninc,conrinc,minfour,minfood,minthree,ethnic,eth1,eth2,eth3,ethnum,spethnic,speth1,speth2,speth3,spethnum,vetyears,dwelling,dwelown,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,away7,where7,relate8,gender8,old8,relate9,gender9,old9,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,relhhd1,relhhd2,relhhd3,relhhd4,relhhd5,relhhd6,relhhd7,relhhd8,relhhd9,relhhd11,relhhd12,hefinfo,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco681,paisc681,spisc681,isco88,paisco88,spisco88,sei,pasei,spsei,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswary,usintl,usun,commun,russia,japan,canada,china,israel,egypt,cohort,marcohrt,zodiac,death,ballot,issp,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1993,1,1,35.0,,,2.0,338.0,42.0,151.0,1,800.0,1.0,3,1,60.0,85.0,1680.0,3,1,3.0,20.0,,2.0,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,3.0,1.0,43.0,11.0,,0.0,,1.0,,0.0,,1,1,4.0,0,3.0,7,2.0,,,3.0,2.0,8.0,4.0,2,0.0,0.0,0,2,0.0,2.0,12.0,12.0,18.0,17.0,2,1,1,7072,5.0,1.0,2.0,,1.0,2.0,,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,,2.0,5.0,,,,,2.0,2.0,,,,,,,5.0,,,,,,,,,,,,,,,,,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,,,,,,3.0,3.0,,3.0,2.0,2.0,1.0,2.0,3.0,6.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,,,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,3.0,1.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,,2.0,4.0,3.0,,,,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,,4.0,,4.0,3.0,1.0,1.0,1,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,4.0,1.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,50.0,6.0,18.0,,,,11.0,,,1.0,3.0,,,,,,,,,,,4.0,2.0,2.0,3.0,3.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,2.0,0.0,4.0,1.0,1.0,2.0,2.0,3.0,8.0,35370.0,29475.0,54132.0,45110.0,250.0,150.0,200.0,29.0,23.0,34.0,29.0,2.0,,,,,,,8.0,,,,,,,,,,,,,1,1,42.0,3.0,,,3.0,,20.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4.0,,,,,,,,,,1.0,1.0,1,11.0,3.0,2,1.0,1,0,224.0,3399.0,,,2411.0,,,36.1,,,76.3,93.7,72.3,,,,,,,,,,,,,2.0,,,,,,,1950.0,1970.0,2.0,1.0,3,1,,301,6,1.0,,,1.0571,1311,1,7222.1
1,1993,2,1,21.0,,,2.0,465.0,42.0,421.0,1,9050.0,1.0,3,1,44.0,53.0,6070.0,3,1,5.0,,,,,,,,,,,,,0.0,1,1,,,,1,1,2.0,224.0,38.0,182.0,1910.0,1.0,3,1,47.0,49.0,1280.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,44.0,16.0,6.0,8.0,,3.0,0.0,0.0,,1,2,3.0,2,3.0,1,,1.0,1.0,3.0,1.0,0.0,1.0,2,0.0,0.0,0,2,1.0,1.0,12.0,12.0,18.0,18.0,2,1,1,7072,0.0,2.0,,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,,4.0,,,,3.0,2.0,4.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,18.0,,,1.0,,,,,,,,,,,1.0,3.0,2.0,4.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,2.0,1.0,,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,3.0,4.0,0.0,7.0,,,,,,,1.0,2.0,1.0,4.0,3.0,4.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,1.0,1.0,4.0,1.0,1.0,4.0,,,,,,,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,1.0,5.0,3.0,1.0,1.0,1,1.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,6.0,42.0,,,6.0,,3.0,,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,5.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,,5.0,2.0,1.0,3.0,1.0,2.0,7.0,2.0,1.0,3.0,3.0,0.0,7.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,,,,,,1.0,2.0,0.0,5.0,2.0,1.0,1.0,3.0,3.0,8.0,35370.0,35370.0,54132.0,54132.0,500.0,200.0,350.0,1.0,1.0,,,1.0,,,,,,0.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1,1,43.0,5.0,,,8.0,1.0,37.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.0,,,,,,,,,,1.0,2.0,1,9.0,6.0,1,1.0,1,0,224.0,5990.0,140.0,,5111.0,3211.0,,63.5,62.2,,52.6,75.1,42.7,54.1,75.9,45.5,,,,,,,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,1949.0,,6.0,1.0,1,1,,301,6,1.0,,,1.0571,1311,1,7222.1
2,1993,3,1,45.0,,,,174.0,52.0,831.0,1,2010.0,1.0,3,1,54.0,68.0,8190.0,3,1,3.0,25.0,,2.0,,,,,,,,,,0.0,1,1,,,,1,1,2.0,507.0,44.0,401.0,7040.0,1.0,3,1,40.0,42.0,6180.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,43.0,16.0,12.0,8.0,,3.0,1.0,0.0,,2,1,6.0,2,2.0,1,,1.0,1.0,3.0,1.0,0.0,4.0,1,0.0,0.0,0,1,,1.0,12.0,12.0,18.0,18.0,2,1,1,7072,5.0,1.0,2.0,,1.0,2.0,,6.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,4.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,2.0,2.0,,,,2.0,7.0,3.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,1.0,1.0,,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,2.0,3.0,,,,,,,1.0,1.0,2.0,2.0,,2.0,1.0,1.0,2.0,,,1.0,1.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,,2.0,4.0,3.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,2.0,,2.0,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,4.0,,2.0,3.0,1.0,1.0,1,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,6.0,32.0,2.0,,6.0,,2.0,,,2.0,3.0,1.0,,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,,2.0,2.0,2.0,2.0,,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,4.0,7.0,2.0,1.0,3.0,3.0,2.0,7.0,2.0,1.0,4.0,2.0,2.0,9.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,1.0,5.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,8.0,35370.0,35370.0,54132.0,54132.0,1000.0,250.0,1000.0,21.0,21.0,,,1.0,,,,,,,8.0,,,,,,,,,,,,,1,2,42.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,317.0,1939.0,8499.0,,2446.0,7241.0,,69.2,35.4,,62.9,90.6,43.6,39.6,42.1,42.5,,,,,,,,,,2.0,,,,,,,1950.0,1975.0,11.0,1.0,3,1,,301,6,1.0,,,0.5285,1311,1,7222.1
3,1993,4,2,20.0,,,2.0,385.0,41.0,890.0,1,5810.0,1.0,3,1,37.0,29.0,7280.0,3,1,5.0,,,,,,,,,,,,,0.0,1,1,,,,1,1,2.0,,,151.0,,1.0,2,1,,,1680.0,3,1,,0.0,1,1,,,,1,1,4.0,0.0,45.0,15.0,14.0,12.0,,1.0,1.0,,,2,1,6.0,2,2.0,1,,1.0,,3.0,1.0,0.0,0.0,1,0.0,0.0,0,1,,1.0,,,,,2,1,1,7072,5.0,1.0,2.0,,1.0,2.0,,4.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,1.0,60.0,43.0,,2.0,1.0,3.0,1.0,2.0,7.0,1.0,4.0,4.0,1.0,60.0,43.0,,2.0,,,,,,,,,,,2.0,2.0,,,2.0,1.0,1.0,1.0,2.0,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,6.0,2.0,3.0,5.0,0.0,,2.0,1.0,2.0,2.0,,2.0,,,,2.0,2.0,3.0,,,,,,,3.0,3.0,2.0,4.0,,,,,1.0,4.0,,2.0,1.0,1.0,,,,,,,,,3.0,2.0,,2.0,1.0,3.0,3.0,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,,,1.0,4.0,3.0,3.0,1.0,1,3.0,,2.0,,1.0,1.0,2.0,2.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,1.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,5.0,1.0,3.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,,5.0,3.0,3.0,3.0,1.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,2.0,,2.0,4.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,2.0,1.0,71.0,6.0,,,1.0,,1.0,,,2.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,2.0,,3.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,,3.0,1.0,3.0,2.0,,,3.0,4.0,,4.0,4.0,5.0,,3.0,4.0,3.0,,,4.0,4.0,,1.0,1.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,97.0,8.0,14.0,97.0,2.0,,,,,,0.0,9.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1,2,45.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,325.0,3220.0,,,4113.0,,,31.4,,,32.6,55.7,17.3,,,,,,,,,,1.0,1.0,1.0,,4.0,2.0,0.0,5.0,1.0,8.0,1948.0,,,2.0,2,1,,301,6,1.0,,,0.5285,1311,1,7222.1
4,1993,5,5,,,1.0,2.0,195.0,60.0,172.0,1,2830.0,1.0,3,1,51.0,69.0,6480.0,3,1,5.0,,,,,,,,,,,,,0.0,1,1,,,,1,1,1.0,243.0,44.0,712.0,430.0,1.0,3,1,39.0,42.0,470.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,78.0,17.0,11.0,14.0,,4.0,1.0,2.0,,2,1,6.0,2,1.0,1,,2.0,,4.0,1.0,0.0,0.0,1,0.0,0.0,0,1,,0.0,12.0,,21.0,,2,1,1,7072,3.0,1.0,1.0,,1.0,1.0,,3.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,,,3.0,,2.0,,2.0,,3.0,2.0,2.0,,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,,2.0,1.0,4.0,2.0,2.0,1.0,,2.0,,1.0,48.0,,,3.0,2.0,2.0,2.0,1.0,,,,,1.0,42.0,,,1.0,,,,,,,,,,,2.0,3.0,2.0,4.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,3.0,7.0,0.0,0.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,3.0,1.0,3.0,5.0,,,,,,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,4.0,1.0,,,,,,,,,2.0,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,4.0,1.0,1.0,3.0,1.0,1.0,2,2.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,,3.0,,1.0,,,5.0,5.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,1.0,71.0,995.0,,,5.0,,11.0,,,2.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,1.0,2.0,4.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,2.0,,,,,,,,,1.0,5.0,5.0,2.0,1.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,,,,,,,,,,0.0,,,,2.0,3.0,3.0,8.0,103880.0,,124614.0,,,100.0,,8.0,8.0,,,1.0,,,,,,0.0,8.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1,2,77.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1.0,1.0,1,1.0,4.0,1,1.0,1,0,226.0,1590.0,4210.0,,2451.0,1319.0,,75.2,50.7,,73.4,94.0,62.9,67.7,76.9,76.8,,,,,,,2.0,1.0,1.0,2.0,4.0,7.0,2.0,5.0,3.0,5.0,1915.0,,7.0,2.0,1,1,,301,6,1.0,,,0.5285,1311,1,7222.1
