,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,born,parborn,granborn,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,income77,rincom77,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote76,pres76,if76who,polviews,polviewy,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,eqwlth,eqwlthy,cappun,courts,wirtap,grass,grassy,relig,denom,other,fund,attend,reliten,postlife,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,racopen,raclive,racclos,racdis,racinteg,racfew,rachaf,racmost,busing,racpres,racchurh,alienat1,alienat2,alienat3,alienat4,alienat5,alienat6,happy,hapmar,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,socrel,socommun,socfrend,socbar,socpars,socsibs,aged,drink,drunk,smoke,quitsmk,smokecig,evsmoke,joblose,jobfind,satjob,class,satfin,finalter,finrela,unemp,govaid,union,fehome,fework,fepres,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,chldmore,chldnum,chldsoon,divlaw,divlawy,premarsx,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,letdie1,letdie2,suicide1,suicide2,suicide3,suicide4,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,news,tvhours,radiohrs,phone,coop,comprend,form,salfergt,sallabor,salsatfn,salabort,salsci,divorce5,divrel1,divrel4,unemp5,unrel1,unrel4,hosdis5,hosrel1,hosrel4,death5,death16,padeath,madeath,chlddth,sibdeath,spdeath,trauma1,trauma5,trarel1,trarel5,tratot1,tratot5,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,away6,where6,relate7,gender7,old7,mar7,away7,where7,relate8,gender8,old8,mar8,relate9,gender9,old9,relate10,gender10,old10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,away12,where12,relate13,gender13,old13,mar13,relate14,gender14,old14,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswar,usintl,usun,cohort,marcohrt,zodiac,death,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1978,1,7,,,1.0,372.0,46.0,2.0,269.0,1,5700.0,1.0,3,1,47.0,55.0,1170.0,3,1,1.0,24.0,2.0,5.0,,,1.0,610.0,36.0,2.0,227.0,1430.0,1.0,3,1,63.0,91.0,3580.0,3,1,144.0,63.0,2.0,857.0,2320.0,1.0,3,1,64.0,91.0,7860.0,3,1,,0.0,1,1,,,,1,1,3,8.0,52.0,12.0,12.0,12.0,13.0,1.0,1.0,1.0,1.0,2,1,4.0,1,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,0.0,2.0,9,0.0,1.0,2.0,6.0,0.0,7.0,9.0,,10.0,,1,3,3,90,2.98,6.03,7.98,4.0,5.98,47.7,4.62,7.93,4.96,2.87,3.95,34.4,1.9,2.02,8.0,4.99,6.96,62.7,0.0,1.0,1.0,,5.0,,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,,2.0,2.0,1.0,2.0,,2.0,,,2.0,7.0,1.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,1.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,4.0,6.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,4.0,4.0,5.0,7.0,5.0,7.0,7.0,5.0,2.0,2.0,,1.0,1.0,1.0,,,,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,1,2.0,3.0,2.0,3.0,3.0,0.0,0,0,0.0,1,1,2.0,1,0,2.0,4,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2,2,3.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,24879.0,,34487.0,,14.0,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1,1,50.0,1.0,,,2.0,2.0,51.0,1.0,,,3.0,2.0,24.0,5.0,,,3.0,1.0,22.0,5.0,,,3.0,2.0,22.0,5.0,,,3.0,1.0,20.0,5.0,,,3.0,2.0,17.0,5.0,,,3.0,1.0,14.0,5.0,3.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,1,2,202.0,11.0,2,2.0,1,0,327.0,3211.0,1320.0,9490.0,38.8,57.6,27.8,82.5,99.0,65.6,,,,81.6,90.5,89.6,2.0,1.0,1.0,1926.0,1950.0,10.0,2.0,2.55,101,3,1.0,,,3.038,7301,1,7222.1
1,1978,2,7,,,1.0,602.0,27.0,2.0,227.0,1,,1.0,2,1,,,,2,1,2.0,19.0,2.0,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,2,4.0,74.0,9.0,,,,0.0,,,,2,1,4.0,1,1.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,,0.0,3.0,,3.0,,1,3,3,90,6.65,8.0,4.59,2.42,3.24,30.3,,,,,,,,,,,,,4.0,1.0,1.0,,6.0,6.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,,3.0,1.0,2.0,1.0,2.0,2.0,1.0,28.0,,2.0,3.0,2.0,1.0,1.0,28.0,,2.0,,,,,,,,,1.0,2.0,,,,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,7.0,0.0,5.0,2.0,1.0,2.0,2.0,,,2.0,,,1.0,2.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2,3.0,3.0,2.0,3.0,3.0,0.0,0,0,0.0,0,0,0.0,1,0,0.0,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1,1,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,6333.0,,8779.0,,97.0,1.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1,2,73.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1.0,4.0,1,1.0,1,0,330.0,8493.0,,,,,,,,,,,,,,,1.0,2.0,2.0,1904.0,1923.0,1.0,2.0,1.0,101,3,1.0,,,0.5063,7301,1,7222.1
2,1978,3,1,54.0,,,415.0,40.0,2.0,67.0,1,6230.0,1.0,3,1,44.0,49.0,770.0,3,1,1.0,21.0,2.0,7.0,,,1.0,372.0,46.0,2.0,858.0,5700.0,1.0,3,1,47.0,55.0,7870.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1,2.0,35.0,10.0,,12.0,12.0,0.0,,1.0,1.0,1,1,3.0,1,1.0,5.0,1.0,2.0,,,2.0,1.0,2.0,4.0,4,0.0,2.0,0.0,2.0,0.0,1.0,10.0,10.0,11.0,11.0,1,3,3,90,3.27,7.84,1.26,3.87,7.61,38.7,2.98,6.03,7.98,4.0,5.98,47.7,,,,,,,1.0,1.0,1.0,,3.0,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,5.0,,1.0,2.0,2.0,2.0,,2.0,,,2.0,2.0,2.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,7.0,2.0,1.0,2.0,2.0,,,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,,2.0,,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,8.0,3.0,2.0,2.0,1,2.0,2.0,1.0,3.0,3.0,0.0,0,1,2.0,1,0,1.0,0,1,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,3,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,29402.0,29402.0,40757.0,40757.0,10.0,1.0,0.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1,1,34.0,1.0,,,2.0,2.0,31.0,1.0,,,3.0,1.0,11.0,,,,3.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4.0,11.0,2,1.0,1,0,302.0,9540.0,,3211.0,28.7,25.7,30.3,,,,,,,38.8,57.6,27.8,2.0,2.0,1.0,1943.0,1964.0,2.0,2.0,0.596,101,3,1.0,,,1.0127,7301,1,7222.1
3,1978,4,1,38.0,,,305.0,48.0,2.0,689.0,1,5120.0,1.0,3,1,45.0,48.0,5470.0,3,1,1.0,18.0,2.0,1.0,50.0,,,470.0,37.0,2.0,688.0,7315.0,1.0,3,1,45.0,53.0,5680.0,3,1,470.0,37.0,1.0,688.0,7315.0,1.0,3,1,45.0,53.0,770.0,3,1,,0.0,1,1,,,,1,1,7,2.0,50.0,12.0,9.0,9.0,12.0,1.0,0.0,0.0,1.0,2,1,4.0,1,1.0,1.0,,1.0,2.0,2.0,3.0,1.0,0.0,4.0,2,0.0,0.0,0.0,2.0,0.0,3.0,11.0,6.0,14.0,6.0,1,3,3,90,3.12,7.91,7.96,3.98,5.01,45.9,2.44,7.98,1.28,3.85,7.27,41.4,2.44,7.98,1.28,3.85,7.27,41.4,0.0,1.0,1.0,,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,,4.0,1.0,2.0,1.0,2.0,2.0,2.0,,,2.0,7.0,1.0,1.0,2.0,,,2.0,2.0,,,2.0,1.0,28.0,,2.0,1.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,,,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,2,1.0,1.0,3.0,2.0,2.0,0.0,0,1,0.0,0,1,,0,1,1.0,1,2.0,3.0,0.0,0.0,0.0,,,0,3,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,42068.0,11761.0,59569.0,16303.0,,3.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1,1,55.0,1.0,,,2.0,2.0,49.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3.0,1.0,1,2.0,1,0,304.0,3310.0,8490.0,8490.0,38.3,56.1,27.9,38.8,36.5,45.7,,,,38.8,36.5,45.7,2.0,1.0,1.0,1928.0,1946.0,12.0,2.0,0.621,101,3,1.0,,,1.0127,7301,1,7222.1
4,1978,5,1,38.0,,,925.0,36.0,2.0,838.0,1,3600.0,1.0,3,1,48.0,50.0,8190.0,3,1,1.0,23.0,2.0,1.0,40.0,,,231.0,50.0,2.0,628.0,4700.0,1.0,3,1,38.0,39.0,4970.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,1,3.0,41.0,12.0,,9.0,12.0,1.0,,0.0,1.0,2,1,4.0,1,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,3,0.0,0.0,0.0,3.0,0.0,2.0,11.0,8.0,14.0,8.0,1,3,3,90,6.81,6.91,7.97,3.06,4.02,33.6,1.2,3.68,7.93,4.26,6.95,48.0,,,,,,,0.0,1.0,1.0,,4.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,,1.0,3.0,3.0,3.0,,4.0,2.0,2.0,2.0,1.0,1.0,2.0,,,2.0,5.0,1.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,4.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2.0,2.0,4.0,1.0,,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,2.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,0.0,0,0,0.0,0,0,3.0,1,1,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,7.0,42068.0,16284.0,59569.0,22573.0,14.0,2.0,0.0,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,1.0,0.0,6.0,1,1,42.0,1.0,,,2.0,2.0,40.0,1.0,,,6.0,2.0,75.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,41.0,1.0,3,2.0,1,0,401.0,720.0,,4210.0,24.2,40.8,11.3,,,,,,,43.0,55.4,39.1,2.0,1.0,1.0,1937.0,1960.0,6.0,2.0,1.0,101,3,1.0,,,1.519,7301,1,7222.1
5,1978,6,2,20.0,,,902.0,12.0,2.0,609.0,1,4220.0,1.0,3,1,24.0,15.0,5380.0,3,1,5.0,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,2.0,717.0,4710.0,1.0,3,1,48.0,58.0,6990.0,3,1,,0.0,1,1,,,,1,1,2,0.0,19.0,12.0,16.0,12.0,,1.0,3.0,1.0,,1,1,5.0,1,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,0.0,1.0,5,0.0,0.0,1.0,4.0,0.0,5.0,12.0,2.0,15.0,2.0,1,3,3,88,6.43,7.54,6.93,2.25,2.56,18.2,,,,,,,1.21,3.95,7.41,4.94,7.32,60.1,2.0,3.0,,,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,2.0,7.0,2.0,1.0,2.0,,,2.0,,,,,,,,,1.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,2.0,3.0,4.0,6.0,2.0,3.0,0.0,7.0,1.0,1.0,1.0,2.0,,,2.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,0.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,6.0,3.0,1.0,1.0,2,3.0,1.0,1.0,3.0,3.0,0.0,0,0,1.0,0,0,0.0,0,0,0.0,0,0.0,0.0,,0.0,,0.0,1.0,0,0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,8.0,67851.0,3619.0,94056.0,5016.0,14.0,2.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1,1,47.0,1.0,,,3.0,2.0,42.0,1.0,,,3.0,1.0,20.0,5.0,,,3.0,1.0,19.0,5.0,,,3.0,1.0,16.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,202.0,11.0,2,3.0,1,0,311.0,5520.0,2190.0,,20.7,22.3,14.7,57.5,65.6,64.7,,,,,,,1.0,2.0,1.0,1959.0,,11.0,1.0,0.91,101,3,1.0,,,2.0253,7301,1,7222.1
6,1978,7,6,,,2.0,,,,,1,,0.0,1,1,,,,1,1,5.0,,,,,,,,,,,,0.0,1,1,,,,1,1,12.0,69.0,2.0,69.0,1410.0,1.0,3,1,73.0,94.0,770.0,3,1,,0.0,1,1,,,,1,1,2,0.0,19.0,12.0,17.0,12.0,,1.0,3.0,1.0,,1,1,5.0,1,1.0,1.0,,1.0,2.0,1.0,3.0,1.0,0.0,1.0,4,0.0,0.0,0.0,4.0,0.0,4.0,12.0,,16.0,,1,3,3,88,,,,,,,,,,,,,0.41,7.78,2.0,5.67,7.82,67.9,4.0,3.0,,2.0,5.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,28.0,,2.0,5.0,2.0,1.0,1.0,28.0,,2.0,,,,,,,,,2.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,,,2.0,,,,3.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,3.0,2.0,0.0,0,0,0.0,1,0,1.0,0,1,0.0,0,0.0,0.0,,0.0,,0.0,1.0,1,2,1.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,8.0,143778.0,,162355.0,,8.0,1.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1,1,47.0,1.0,,,2.0,2.0,45.0,1.0,,,3.0,1.0,18.0,5.0,,,3.0,1.0,21.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,102.0,1.0,2,3.0,1,0,310.0,,230.0,,,,,86.5,94.4,93.3,,,,,,,2.0,1.0,1.0,1959.0,,3.0,2.0,0.91,101,3,1.0,,,2.0253,7301,1,7222.1
7,1978,8,8,,,1.0,331.0,42.0,2.0,907.0,1,5550.0,1.0,3,1,45.0,51.0,6370.0,3,1,1.0,23.0,2.0,3.0,,40.0,,441.0,45.0,2.0,609.0,5000.0,1.0,3,1,46.0,54.0,5380.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,6,0.0,59.0,12.0,,,12.0,1.0,,0.0,1.0,1,1,6.0,1,2.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,8.0,4.0,2,0.0,0.0,0.0,2.0,0.0,2.0,10.0,1.0,12.0,1.0,1,3,3,88,3.08,7.96,7.93,3.01,2.94,34.5,1.22,3.94,6.34,4.13,6.95,44.1,,,,,,,2.0,1.0,4.0,,6.0,,1.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,,1.0,2.0,1.0,2.0,,2.0,,,2.0,5.0,2.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,1.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,6.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,7.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,,3.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,1.0,1,1.0,3.0,1.0,1.0,3.0,0.0,0,0,0.0,0,1,3.0,0,1,5.0,3,1.0,2.0,,3.0,0.0,2.0,2.0,0,2,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,33926.0,905.0,47028.0,1254.0,33.0,1.0,3.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,1,1,56.0,1.0,,,2.0,2.0,53.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3.0,1.0,1,1.0,1,0,308.0,3700.0,,7000.0,58.4,50.1,78.4,,,,,,,52.0,65.3,51.8,2.0,1.0,2.0,1919.0,1942.0,10.0,1.0,0.578,101,3,1.0,,,1.0127,7301,1,7222.1
