,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote72,pres72,if72who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,cappun,gunlaw,gunimp,courts,grass,relig,denom,other,fund,attend,reliten,postlife,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,racmar,racdin,racpush,racseg,racopen,raclive,racclos,racdis,racinteg,rachome,racschol,busing,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,aged,anomia1,anomia2,anomia3,anomia4,anomia5,anomia6,anomia7,anomia8,anomia9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,divlaw,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,relate1,gender1,old1,mar1,away1,where1,relate2,gender2,old2,mar2,away2,where2,relate3,gender3,old3,mar3,away3,where3,relate4,gender4,old4,mar4,away4,where4,relate5,gender5,old5,mar5,away5,where5,relate6,gender6,old6,mar6,relate7,gender7,old7,mar7,relate8,gender8,old8,mar8,relate9,gender9,old9,relate10,gender10,old10,relate11,gender11,old11,mar11,away11,where11,relate12,gender12,old12,mar12,relate13,gender13,old13,mar13,relate14,gender14,old14,hhrace,respnum,hhtype,hhtype1,famgen,rplace,rvisitor,visitors,dateintv,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswar,uswary,usintl,usun,commun,cohort,marcohrt,zodiac,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,vstrat,vpsu,fileversion
0,1976,1,2,16.0,,,372.0,46.0,2.0,429.0,1,5700.0,1.0,3,1,47.0,55.0,7670.0,3,1,1,23.0,2.0,1.0,50.0,,,245.0,50.0,1.0,697.0,4700.0,1.0,3,1,38.0,39.0,5580.0,3,1,944.0,33.0,1.0,787.0,4510.0,1.0,3,1,36.0,27.0,8980.0,3,1,,0.0,1,1,,,,1,1,1.0,1.0,56.0,12.0,8.0,8.0,12.0,1.0,0.0,0.0,1.0,2,1,4.0,1,1.0,1.0,,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,,,1,3,3,27,2.98,6.03,7.98,4.0,5.98,47.7,1.21,5.95,7.74,4.02,6.75,44.5,2.06,6.82,1.87,3.94,5.95,38.5,1.0,1.0,1.0,,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2.0,7.0,3.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,2.0,3.0,2.0,2.0,,,,2.0,1.0,2.0,1,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,5.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,,,,1.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,,8.0,2.0,,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3.0,3.0,1,4.0,,,,,,15.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,56.0,1.0,,,2.0,2.0,55.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,309.0,3211.0,5700.0,2190.0,38.8,57.6,27.8,24.6,37.7,13.2,,,,43.0,55.4,39.1,2.0,,1.0,1.0,1.0,1920.0,1943.0,4.0,,101,3,1.0,,,0.9709,7101,1,7222.1
1,1976,2,7,,,1.0,345.0,45.0,2.0,339.0,1,5810.0,1.0,3,1,37.0,29.0,1990.0,3,1,1,20.0,2.0,1.0,70.0,,,280.0,34.0,2.0,387.0,4850.0,1.0,3,1,45.0,55.0,4380.0,3,1,280.0,34.0,2.0,568.0,4850.0,1.0,3,1,45.0,55.0,1870.0,3,1,,0.0,1,1,,,,1,1,1.0,1.0,51.0,12.0,12.0,12.0,12.0,1.0,1.0,1.0,1.0,2,1,1.0,1,2.0,1.0,,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,12.0,,1,3,3,27,4.25,7.47,3.0,3.33,4.6,39.9,3.53,5.62,7.86,3.4,4.1,37.5,3.53,5.62,7.86,3.4,4.1,37.5,3.0,2.0,,3.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,50.0,,3.0,1.0,2.0,,1.0,50.0,,3.0,4.0,,,3.0,2.0,,,2.0,2.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,2.0,2.0,2.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,,2.0,,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,4.0,2.0,2.0,2.0,1.0,,2.0,2,,,2.0,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3,1.0,1.0,2,3.0,8.0,79340.0,,90726.0,,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,1.0,1.0,61.0,1.0,,,2.0,2.0,50.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,506.0,3220.0,4510.0,4510.0,32.6,55.7,17.3,62.0,73.0,68.1,,,,62.0,73.0,68.1,,2.0,1.0,1.0,3.0,1925.0,1945.0,8.0,,101,3,1.0,,,0.9709,7101,1,7222.1
2,1976,3,1,48.0,,,12.0,69.0,2.0,917.0,1,1410.0,1.0,3,1,73.0,94.0,9370.0,3,1,1,23.0,2.0,2.0,20.0,,,372.0,46.0,2.0,667.0,5700.0,1.0,3,1,47.0,55.0,4770.0,3,1,751.0,17.0,2.0,67.0,6260.0,1.0,3,1,28.0,23.0,770.0,3,1,,0.0,1,1,,,,1,1,3.0,3.0,41.0,16.0,12.0,12.0,12.0,3.0,1.0,1.0,1.0,1,1,5.0,1,1.0,1.0,,1.0,,,3.0,5.0,0.0,1.0,2.0,2.0,0.0,3.0,12.0,12.0,1,3,3,27,0.41,7.78,2.0,5.67,7.82,67.9,2.98,6.03,7.98,4.0,5.98,47.7,6.89,7.98,5.3,2.25,3.32,20.5,5.0,1.0,2.0,,6.0,1.0,1.0,1.0,3.0,1.0,,2.0,3.0,1.0,3.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,1.0,4.0,2.0,2.0,2.0,,,2.0,3.0,2.0,,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,2.0,3.0,1.0,1.0,,1.0,2.0,1.0,1.0,2.0,1,2.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,,,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3,3.0,2.0,1,3.0,8.0,79340.0,81652.0,90726.0,92338.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,1.0,1.0,41.0,1.0,,,2.0,2.0,40.0,1.0,,,3.0,1.0,17.0,5.0,,,3.0,1.0,15.0,5.0,,,3.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,11.0,2.0,1.0,1.0,0.0,322.0,230.0,9595.0,3211.0,86.5,94.4,93.3,25.2,20.4,26.6,,,,38.8,57.6,27.8,2.0,,1.0,1.0,2.0,1935.0,1958.0,10.0,,101,3,1.0,,,0.9709,7101,1,7222.1
3,1976,4,1,42.0,,,961.0,44.0,2.0,937.0,1,3740.0,1.0,3,1,59.0,80.0,9470.0,3,1,1,21.0,2.0,7.0,,,1.0,321.0,36.0,2.0,609.0,5230.0,1.0,3,1,29.0,15.0,5380.0,3,1,375.0,36.0,2.0,709.0,5920.0,1.0,3,1,39.0,38.0,6970.0,3,1,,0.0,1,1,,,,1,1,2.0,2.0,55.0,12.0,10.0,14.0,12.0,1.0,0.0,1.0,1.0,1,1,3.0,1,1.0,1.0,,2.0,,,3.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,10.0,9.0,1,3,3,27,5.85,7.4,4.78,3.21,6.08,41.2,2.46,6.51,7.79,4.13,5.49,48.3,3.37,7.58,7.72,3.42,4.22,41.5,5.0,1.0,2.0,,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,,,2.0,1.0,2.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,2.0,4.0,1.0,2.0,,,,2.0,1.0,2.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,,,3.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,1,3.0,7.0,35651.0,25465.0,49659.0,35471.0,21.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,1.0,54.0,1.0,,,2.0,2.0,54.0,1.0,,,3.0,1.0,28.0,5.0,,,3.0,2.0,22.0,5.0,,,7.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,102.0,1.0,2.0,1.0,1.0,0.0,314.0,5810.0,3390.0,3990.0,65.1,72.2,75.4,49.6,64.7,46.4,,,,39.5,55.4,31.1,2.0,,1.0,1.0,1.0,1921.0,1942.0,2.0,,101,3,1.0,,,2.4272,7101,1,7222.1
4,1976,5,1,30.0,,,240.0,60.0,2.0,857.0,1,230.0,1.0,3,1,59.0,80.0,7860.0,3,1,1,24.0,2.0,7.0,,,1.0,372.0,46.0,2.0,709.0,5700.0,1.0,3,1,47.0,55.0,6990.0,3,1,144.0,63.0,2.0,857.0,2320.0,1.0,3,1,64.0,91.0,7860.0,3,1,,0.0,1,1,,,,1,1,5.0,3.0,32.0,18.0,20.0,10.0,12.0,4.0,4.0,0.0,1.0,1,1,6.0,1,1.0,1.0,,2.0,,,3.0,5.0,3.0,0.0,0.0,2.0,0.0,1.0,11.0,11.0,1,3,3,27,1.19,1.43,7.88,5.75,7.93,71.2,2.98,6.03,7.98,4.0,5.98,47.7,1.9,2.02,8.0,4.99,6.96,62.7,2.0,1.0,3.0,,5.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,2.0,3.0,2.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,2.0,4.0,2.0,2.0,,,,1.0,1.0,2.0,1,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,,,,,,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,,,,,1.0,,8.0,2.0,,,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2,,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3,2.0,1.0,2,3.0,7.0,45837.0,45837.0,63848.0,63848.0,15.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,31.0,1.0,,,2.0,2.0,30.0,1.0,,,3.0,2.0,5.0,,,,3.0,1.0,4.0,,,,3.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,11.0,2.0,1.0,1.0,0.0,306.0,1391.0,1320.0,3211.0,75.5,92.0,74.2,82.5,99.0,65.6,,,,38.8,57.6,27.8,,2.0,2.0,2.0,1.0,1944.0,1968.0,9.0,,101,3,1.0,,,0.9709,7101,1,7222.1
5,1976,6,5,,,1.0,384.0,44.0,2.0,448.0,1,5020.0,1.0,3,1,31.0,21.0,6680.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,442.0,36.0,2.0,,7930.0,1.0,3,1,37.0,29.0,,2,1,,0.0,1,1,,,,1,1,2.0,0.0,70.0,6.0,,,,0.0,0.0,,,2,1,2.0,1,2.0,1.0,,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,,1,2,2,158,4.75,7.23,6.38,3.5,4.17,40.5,,,,,,,5.83,8.0,2.55,3.14,5.59,35.0,2.0,1.0,2.0,,7.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,,4.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,,1.0,1.0,3.0,2.0,2.0,,,2.0,4.0,2.0,1.0,2.0,,,2.0,,,,,,,,,2.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,,2.0,1.0,1.0,1,,2.0,1.0,1.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,,,5.0,2.0,4.0,3.0,1.0,3.0,1.0,1.0,3.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,,,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2,,,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.0,1.0,2,1.0,3.0,1019.0,,1419.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,1.0,2.0,69.0,5.0,,,8.0,2.0,86.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,6.0,1.0,1.0,1.0,0.0,327.0,3801.0,8311.0,,31.9,50.7,18.8,28.3,18.6,37.4,,,,,,,,,1.0,1.0,1.0,1906.0,,9.0,,103,3,1.0,,,0.9709,7102,1,7222.1
6,1976,7,1,60.0,,,650.0,29.0,2.0,227.0,1,8030.0,1.0,3,1,40.0,37.0,3590.0,3,1,1,24.0,2.0,7.0,,,1.0,610.0,36.0,2.0,227.0,8740.0,1.0,3,1,39.0,38.0,3580.0,3,1,410.0,36.0,2.0,227.0,8965.0,1.0,3,1,35.0,28.0,3580.0,3,1,,0.0,1,1,,,,1,1,3.0,2.0,31.0,12.0,6.0,6.0,12.0,1.0,0.0,0.0,1.0,1,1,4.0,1,1.0,1.0,,1.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,7.0,4.0,1,2,2,158,6.55,8.0,2.19,3.03,4.06,32.3,4.62,7.93,4.96,2.87,3.95,34.4,3.48,7.89,1.43,3.08,7.67,35.5,1.0,2.0,,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,,,2.0,4.0,2.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,,,,2.0,1.0,2.0,2,1.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,2.0,,1.0,1.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1,2.0,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3,1.0,2.0,1,3.0,5.0,15279.0,9167.0,21283.0,12770.0,21.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,30.0,1.0,,,2.0,2.0,24.0,1.0,,,3.0,2.0,5.0,,,,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,4.0,11.0,2.0,1.0,1.0,0.0,403.0,8340.0,9510.0,9490.0,38.3,33.9,46.9,26.8,24.3,26.7,,,,38.1,42.3,38.5,1.0,,1.0,1.0,1.0,1945.0,1969.0,7.0,,103,3,1.0,,,0.9709,7102,1,7222.1
7,1976,8,1,40.0,,,653.0,29.0,2.0,208.0,1,8010.0,1.0,3,1,36.0,34.0,3490.0,3,1,1,34.0,2.0,2.0,20.0,,,902.0,12.0,2.0,707.0,4220.0,1.0,3,1,24.0,15.0,6880.0,3,1,753.0,17.0,2.0,139.0,9620.0,1.0,3,1,25.0,16.0,2670.0,3,1,,0.0,1,1,,,,1,1,3.0,1.0,62.0,10.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1,1,4.0,1,1.0,1.0,,2.0,,,2.0,3.0,0.0,0.0,0.0,3.0,0.0,3.0,9.0,8.0,1,2,2,158,4.85,7.89,2.76,3.2,4.71,35.6,6.43,7.54,6.93,2.25,2.56,18.2,6.58,7.86,6.72,2.17,2.94,23.0,0.0,1.0,1.0,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,,,2.0,5.0,1.0,1.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,5.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2,,,1.0,2.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3,1.0,1.0,1,3.0,6.0,25465.0,18335.0,35471.0,25539.0,21.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,1.0,61.0,1.0,,,2.0,2.0,55.0,1.0,,,3.0,1.0,21.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,41.0,1.0,2.0,1.0,1.0,0.0,328.0,8490.0,9711.0,5520.0,27.5,27.5,25.4,23.3,24.1,18.9,,,,20.7,22.3,14.7,2.0,,1.0,1.0,1.0,1914.0,1948.0,4.0,,103,3,1.0,,,1.4563,7102,1,7222.1
