,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote72,pres72,if72who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,courtsy,wirtap,relig,denom,other,fund,attend,reliten,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,prayer,prayery,racmar,racdin,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,happy,hapmar,health,life,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,socrel,socommun,socfrend,socbar,anomia1,anomia2,anomia3,anomia4,anomia5,anomia6,anomia7,anomia8,anomia9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,getahead,fehome,fework,fepres,fepol,fepoly,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,xmarsex,homosex,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,commun,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,fileversion
967,1974,968,7,,,1.0,372.0,46.0,2.0,828.0,1,5700.0,1.0,3,1,47.0,55.0,7970.0,3,1,1,21.0,2.0,1.0,40.0,,,680.0,40.0,2.0,17.0,8140.0,1.0,3,1,38.0,35.0,,2,1,443.0,29.0,2.0,118.0,8510.0,1.0,3,1,36.0,33.0,3890.0,3,1,,0.0,1,1,,,,1,1,3.0,1.0,26.0,12.0,10.0,8.0,10.0,1.0,0.0,0.0,0.0,2,1,2.0,5,1.0,1,,2.0,,,3.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,,,5,9,6,2,2.98,6.03,7.98,4.0,5.98,47.7,6.69,7.97,3.71,2.9,5.19,33.4,4.17,8.0,2.27,3.58,5.7,32.7,6.0,2.0,,,,,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,,3.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,,2.0,1.0,18.0,,1.0,7.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,2.0,,1.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,,3.0,1.0,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,,3.0,2.0,5.0,4.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1,,,,,,,,,,,,,,,1.0,,1.0,4.0,,,,,,,4.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,3211.0,8120.0,8720.0,38.8,57.6,27.8,24.6,27.1,19.3,,,,28.4,21.7,33.8,1.0,9.0,5.0,1.0,0.0,7.0,3.0,1.0,2.0,1948.0,1969.0,,196,2,1.0,,,0.932,7222.1
968,1974,969,1,48.0,,,663.0,25.0,2.0,319.0,1,8320.0,1.0,3,1,32.0,22.0,,2,1,1,21.0,2.0,1.0,48.0,,,144.0,63.0,2.0,857.0,2320.0,1.0,3,1,64.0,91.0,7860.0,3,1,640.0,26.0,2.0,48.0,6840.0,1.0,3,1,40.0,42.0,380.0,3,1,,0.0,1,1,,,,1,1,7.0,4.0,39.0,12.0,,11.0,13.0,0.0,0.0,1.0,1.0,2,1,1.0,5,1.0,1,,2.0,,,3.0,6.0,0.0,1.0,3.0,2.0,0.0,2.0,,,5,9,6,2,6.69,7.98,2.32,2.88,4.03,28.9,1.9,2.02,8.0,4.99,6.96,62.7,5.67,8.0,3.69,2.83,4.12,26.5,6.0,2.0,,,5.0,3.0,2.0,2.0,,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,,2.0,2.0,1.0,18.0,,1.0,7.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,,,2.0,2.0,1.0,1.0,2.0,,1.0,2.0,2.0,2,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,3.0,2.0,2.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2,,,,,,,,,,,,,,,1.0,,1.0,4.0,,,,,,,4.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,7950.0,7110.0,1320.0,13.2,16.5,5.5,42.2,22.9,68.5,,,,82.5,99.0,65.6,1.0,3.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1935.0,1956.0,,196,2,1.0,,,0.932,7222.1
969,1974,970,6,,,1.0,785.0,17.0,2.0,69.0,1,,1.0,2,1,,,770.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,925.0,36.0,2.0,838.0,3600.0,1.0,3,1,48.0,50.0,8190.0,3,1,,0.0,1,1,,,,1,1,8.0,0.0,26.0,15.0,8.0,6.0,,1.0,0.0,0.0,,1,1,4.0,3,1.0,1,,,,,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,2.0,3,1,2,275,6.42,7.86,5.21,2.41,3.35,16.8,,,,,,,6.81,6.91,7.97,3.06,4.02,33.6,1.0,2.0,,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,,,2.0,2.0,,,2.0,3.0,2.0,2.0,,,2.0,,,,,,,,,,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,2.0,1.0,2.0,,1.0,2.0,3.0,5.0,1.0,2,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,,,4.0,3.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,,,,,2.0,1.0,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,11103.0,4935.0,15198.0,6754.0,22.0,1.0,2.0,6.0,1.0,1.0,,1.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,9990.0,720.0,,,,,24.2,40.8,11.3,,,,,,,3.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,1948.0,,,133,2,1.0,,,0.932,7222.1
970,1974,971,6,,,2.0,,,,,1,,0.0,1,1,,,,1,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,680.0,40.0,2.0,147.0,8140.0,1.0,3,1,38.0,35.0,,2,1,,0.0,1,1,,,,1,1,1.0,0.0,21.0,14.0,8.0,12.0,,1.0,0.0,1.0,,1,1,3.0,2,3.0,1,,,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,,3,1,2,275,,,,,,,,,,,,,6.69,7.97,3.71,2.9,5.19,33.4,5.0,1.0,2.0,,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,,3.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,1.0,1.0,60.0,81.0,3.0,3.0,2.0,1.0,60.0,81.0,3.0,,,,,,,,,2.0,,2.0,3.0,1.0,2.0,,2.0,2.0,1.0,,,2.0,1.0,2.0,,1.0,2.0,5.0,3.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,5.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,,2.0,4.0,5.0,3.0,1.0,3.0,2.0,2.0,2.0,,,,,2.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,13570.0,,18575.0,,10.0,2.0,0.0,,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,7.0,,8720.0,,,,,28.4,21.7,33.8,,,,,,,3.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,5.0,1953.0,,,133,2,1.0,,,0.932,7222.1
971,1974,972,5,,,1.0,372.0,46.0,2.0,379.0,1,5700.0,1.0,3,1,47.0,55.0,,2,1,1,21.0,2.0,5.0,,,1.0,372.0,46.0,2.0,379.0,5700.0,1.0,3,1,47.0,55.0,,2,1,245.0,50.0,1.0,67.0,,1.0,2,1,,,770.0,3,1,,0.0,1,1,,,,1,1,6.0,1.0,67.0,12.0,6.0,6.0,12.0,1.0,0.0,0.0,1.0,1,1,4.0,3,1.0,1,,2.0,,,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,,3,1,2,275,2.98,6.03,7.98,4.0,5.98,47.7,2.98,6.03,7.98,4.0,5.98,47.7,1.97,5.59,7.18,4.37,6.61,48.3,5.0,1.0,2.0,,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,,3.0,,2.0,1.0,60.0,48.0,,0.0,2.0,1.0,60.0,31.0,2.0,1.0,38.0,,2.0,1.0,38.0,,2.0,1.0,,1.0,3.0,2.0,,,,2.0,2.0,1.0,,2.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,7,4.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,7.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,4.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,,,,,2.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,,,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,18505.0,,25329.0,,10.0,1.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,3211.0,2190.0,3211.0,38.8,57.6,27.8,,,,,,,38.8,57.6,27.8,1.0,4.0,4.0,1.0,0.0,3.0,5.0,2.0,8.0,1907.0,1928.0,,133,2,1.0,,,0.932,7222.1
972,1974,973,7,,,1.0,303.0,45.0,2.0,379.0,1,5110.0,1.0,3,1,40.0,38.0,,2,1,3,23.0,,,,,,,,,,,0.0,1,1,,,,1,1,801.0,41.0,1.0,17.0,205.0,1.0,3,1,46.0,58.0,,2,1,,0.0,1,1,,,,1,1,7.0,0.0,69.0,13.0,6.0,6.0,,1.0,0.0,0.0,,2,1,2.0,3,2.0,1,,1.0,,,3.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,,3,1,2,275,3.26,7.84,7.98,3.11,3.96,38.5,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,1.0,1.0,4.0,,5.0,2.0,1.0,1.0,,1.0,3.0,3.0,2.0,,3.0,2.0,,5.0,1.0,,,,,,,1.0,4.0,1.0,2.0,1.0,,2.0,,1.0,48.0,,3.0,7.0,2.0,1.0,60.0,,,,,,,,,,,,3.0,2.0,3.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,,1.0,1.0,,2.0,2.0,5.0,2.0,7.0,1,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,,3.0,,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,4.0,3.0,5.0,1.0,2.0,1.0,1.0,3.0,3.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,,,4.0,,,1.0,1.0,2.0,,,1.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,5.0,11103.0,,15198.0,,,3.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3390.0,6110.0,,33.4,55.8,18.5,39.9,45.2,40.3,,,,,,,,,,,,,,,,1905.0,1928.0,,133,2,1.0,,,0.932,7222.1
973,1974,974,1,40.0,,,372.0,46.0,2.0,838.0,1,5700.0,1.0,3,1,47.0,55.0,8190.0,3,1,1,23.0,2.0,6.0,,,1.0,690.0,32.0,2.0,379.0,,1.0,2,1,,,,2,1,470.0,37.0,1.0,758.0,7315.0,1.0,3,1,45.0,53.0,8790.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,26.0,16.0,12.0,12.0,15.0,3.0,1.0,1.0,1.0,2,1,3.0,3,2.0,1,,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,5.0,3,1,2,275,2.98,6.03,7.98,4.0,5.98,47.7,6.84,8.0,4.18,2.34,3.43,29.9,2.44,7.98,1.28,3.85,7.27,41.4,4.0,1.0,1.0,,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,,2.0,1.0,28.0,,2.0,5.0,1.0,1.0,28.0,,2.0,1.0,28.0,,2.0,2.0,,,2.0,,,2.0,3.0,2.0,,,,1.0,2.0,2.0,,1.0,1.0,2.0,3.0,1.0,1.0,5.0,4.0,3.0,4,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,5.0,18505.0,13570.0,25329.0,18575.0,11.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,3211.0,8490.0,8340.0,38.8,57.6,27.8,38.8,36.5,45.7,,,,,,,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1948.0,1971.0,,133,2,1.0,,,0.932,7222.1
974,1974,975,1,40.0,,,656.0,29.0,2.0,208.0,1,7950.0,1.0,3,1,40.0,32.0,3490.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,715.0,32.0,2.0,417.0,9130.0,1.0,3,1,35.0,29.0,6170.0,3,1,,0.0,1,1,,,,1,1,4.0,0.0,22.0,13.0,13.0,16.0,,1.0,1.0,3.0,,1,1,4.0,3,2.0,1,,2.0,,,3.0,4.0,0.0,0.0,1.0,3.0,0.0,3.0,12.0,8.0,3,5,4,17,6.22,8.0,2.52,2.87,4.77,32.2,,,,,,,6.87,7.95,3.13,2.94,3.33,29.1,5.0,1.0,2.0,,4.0,1.0,1.0,1.0,,3.0,1.0,1.0,,3.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,,2.0,2.0,,2.0,2.0,1.0,18.0,,1.0,2.0,2.0,1.0,18.0,,1.0,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,,3.0,1.0,4.0,2.0,2.0,2,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,4.0,6.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,,2.0,2.0,3.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,8.0,94738.0,22206.0,107052.0,30395.0,11.0,2.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,8340.0,9852.0,,22.9,19.3,22.1,32.0,25.4,39.4,,,,,,,1.0,6.0,4.0,4.0,2.0,5.0,1.0,2.0,5.0,1952.0,,,133,2,1.0,,,1.3979,7222.1
975,1974,976,1,40.0,,,174.0,51.0,2.0,857.0,1,2000.0,1.0,3,1,51.0,64.0,7860.0,3,1,1,22.0,2.0,1.0,40.0,,,305.0,48.0,2.0,858.0,5120.0,1.0,3,1,45.0,48.0,7870.0,3,1,692.0,32.0,2.0,379.0,,1.0,2,1,,,,2,1,,0.0,1,1,,,,1,1,4.0,5.0,45.0,18.0,12.0,12.0,14.0,4.0,1.0,1.0,1.0,1,2,4.0,3,2.0,1,,1.0,1.0,1.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,2.0,12.0,11.0,3,5,4,17,1.22,0.9,8.0,5.1,7.06,64.6,3.12,7.91,7.96,3.98,5.01,45.9,6.84,8.0,4.18,2.34,3.43,29.9,6.0,1.0,2.0,,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,,2.0,1.0,18.0,,1.0,7.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,3,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,3.0,8.0,94738.0,55515.0,107052.0,75988.0,,4.0,2.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,1941.0,8340.0,3310.0,63.7,91.4,43.4,,,,,,,38.3,56.1,27.9,2.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,1929.0,1951.0,,133,2,1.0,,,1.3979,7222.1
976,1974,977,7,,,2.0,,,,,0,,,4,2,,,,4,2,5,,,,,,,,,,,,,4,2,,,,4,2,,,,,,,4,2,,,,4,2,,,4,2,,,,4,2,7.0,0.0,22.0,12.0,,12.0,,1.0,,1.0,,2,1,5.0,3,,5,1.0,1.0,2.0,1.0,3.0,7.0,0.0,0.0,2.0,5.0,0.0,6.0,,,3,5,4,17,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,6.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,4.0,,,2.0,3.0,,2.0,1.0,18.0,,1.0,8.0,2.0,1.0,28.0,,2.0,,,,,,,,,2.0,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,2.0,1.0,2.0,,2.0,2.0,3.0,1.0,2.0,5,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,6.0,6.0,7.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,,4.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,3.0,,,,,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,,,,,,11.0,2.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,1.0,3.0,7.0,1.0,1.0,3.0,4.0,2.0,4.0,1952.0,,,133,2,1.0,,,2.3299,7222.1
977,1974,978,7,,,1.0,681.0,29.0,2.0,208.0,1,7720.0,1.0,3,1,27.0,12.0,3490.0,3,1,1,20.0,2.0,1.0,30.0,,,753.0,17.0,2.0,379.0,9620.0,1.0,3,1,25.0,16.0,,2,1,694.0,32.0,2.0,137.0,,1.0,2,1,,,2470.0,3,1,,0.0,1,1,,,,1,1,7.0,3.0,51.0,10.0,8.0,8.0,12.0,0.0,0.0,0.0,1.0,2,1,3.0,3,,1,,2.0,,,2.0,4.0,0.0,0.0,2.0,2.0,0.0,2.0,10.0,,3,5,4,17,6.64,8.0,4.0,2.54,3.69,32.1,6.58,7.86,6.72,2.17,2.94,23.0,6.03,7.54,3.47,2.86,4.57,29.2,0.0,1.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,,1.0,,,2.0,1.0,28.0,,2.0,0.0,2.0,1.0,28.0,,2.0,1.0,28.0,,2.0,1.0,28.0,,2.0,,3.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,4.0,7.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,,3.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,43178.0,,59102.0,,14.0,2.0,0.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,8.0,8590.0,8340.0,9711.0,23.3,28.2,15.9,,,,,,,23.3,24.1,18.9,2.0,5.0,3.0,0.0,0.0,5.0,5.0,4.0,4.0,1923.0,1943.0,,133,2,1.0,,,0.932,7222.1
