,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote72,pres72,if72who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun,gunlaw,courts,courtsy,wirtap,relig,denom,other,fund,attend,reliten,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,prayer,prayery,racmar,racdin,raclive,racclos,racdis,racinteg,rachome,racfew,rachaf,racmost,busing,racpres,happy,hapmar,health,life,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,socrel,socommun,socfrend,socbar,anomia1,anomia2,anomia3,anomia4,anomia5,anomia6,anomia7,anomia8,anomia9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,getahead,fehome,fework,fepres,fepol,fepoly,abdefect,abnomore,abhlth,abpoor,abrape,absingle,chldidel,chldmore,chldnum,chldsoon,pill,teenpill,sexeduc,divlaw,premarsx,xmarsex,homosex,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,memfrat,memserv,memvet,mempolit,memunion,memsport,memyouth,memschl,memhobby,memgreek,memnat,memfarm,memlit,memprof,memchurh,memother,memnum,povline,incdef,realinc,realrinc,coninc,conrinc,ethnic,ethnum,vetyears,vetkind,worda,wordb,wordc,wordd,worde,wordf,wordg,wordh,wordi,wordj,wordsum,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,commun,russia,japan,england,canada,brazil,china,israel,egypt,cohort,marcohrt,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,fileversion
192,1974,193,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,4,28.0,,,,,,,,,,,0.0,1,1,,,,1,1,695.0,32.0,2.0,228.0,8965.0,1.0,3,1,35.0,28.0,3680.0,3,1,,0.0,1,1,,,,1,1,3.0,4.0,41.0,11.0,9.0,9.0,,0.0,0.0,0.0,,2,2,4.0,9,1.0,1,,1.0,2.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,,9,1,1,362,,,,,,,,,,,,,5.81,7.73,4.05,2.87,4.45,29.2,1.0,1.0,1.0,,6.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,,,,1.0,4.0,,1.0,5.0,,1.0,,,1.0,1.0,,,2.0,1.0,18.0,,1.0,5.0,2.0,1.0,18.0,,1.0,,,,,,,,,,3.0,,,,,,,,,,,1.0,1.0,3.0,,3.0,2.0,4.0,2.0,2.0,2,4.0,2.0,3.0,,3.0,2.0,2.0,2.0,2.0,,,2.0,2.0,2.0,7.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,4.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4935.0,,6754.0,,,4.0,0.0,,0.0,1.0,0.0,1.0,1.0,,,,1.0,0.0,4.0,,8340.0,,,,,26.8,24.3,26.7,,,,,,,2.0,5.0,7.0,4.0,3.0,4.0,4.0,5.0,4.0,1933.0,1961.0,,165,2,1.0,,,0.932,7222.1
193,1974,194,5,,,1.0,611.0,18.0,2.0,779.0,1,4740.0,1.0,3,1,24.0,12.0,9070.0,3,1,2,16.0,1.0,,,,,,,,,,0.0,1,1,,,,1,1,822.0,18.0,2.0,17.0,205.0,1.0,3,1,46.0,58.0,170.0,3,1,,0.0,1,1,,,,1,1,5.0,0.0,,10.0,4.0,,,0.0,0.0,,,2,2,2.0,7,3.0,1,,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,,1.0,2.0,,9,1,1,362,6.98,7.98,3.07,2.62,3.34,24.2,,,,,,,6.61,7.97,4.74,2.53,3.75,10.8,0.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,2.0,,2.0,,,,2.0,1.0,,,2.0,1.0,18.0,,1.0,6.0,1.0,1.0,18.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,3.0,,3.0,2.0,4.0,4.0,7.0,5,5.0,3.0,2.0,2.0,2.0,,2.0,,2.0,,,,2.0,3.0,4.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,,,3.0,4.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,4.0,4.0,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,,,4935.0,,6754.0,,,4.0,0.0,,1.0,1.0,,1.0,,0.0,,,1.0,,4.0,7990.0,6210.0,,30.9,41.8,22.4,39.9,45.2,40.3,,,,,,,2.0,5.0,6.0,5.0,4.0,4.0,4.0,5.0,5.0,,,,165,2,1.0,,,0.466,7222.1
194,1974,195,2,15.0,,,382.0,36.0,2.0,857.0,1,2540.0,1.0,3,1,48.0,50.0,7860.0,3,1,4,20.0,,,,,,,,,,,0.0,1,1,,,,1,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,10.0,2.0,30.0,15.0,,7.0,,1.0,,0.0,,2,2,4.0,9,1.0,5,2.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,9,1,1,362,3.38,5.81,7.89,3.66,3.58,29.1,,,,,,,,,,,,,1.0,1.0,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,,,,1.0,3.0,,2.0,1.0,18.0,,1.0,5.0,1.0,1.0,18.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,,2.0,2.0,4.0,2.0,2.0,2,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,,3.0,2.0,2.0,2.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,4.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,4935.0,1234.0,6754.0,1689.0,1.0,1.0,0.0,,0.0,,0.0,1.0,1.0,0.0,,,1.0,0.0,3.0,1393.0,,,26.1,58.8,7.5,,,,,,,,,,,4.0,3.0,4.0,4.0,5.0,6.0,5.0,6.0,1944.0,1964.0,,165,2,1.0,,,0.466,7222.1
195,1974,196,4,,,,690.0,32.0,2.0,347.0,1,8650.0,1.0,3,1,27.0,16.0,2290.0,3,1,1,16.0,2.0,7.0,,,2.0,,,,,,0.0,1,1,,,,1,1,642.0,24.0,2.0,328.0,7350.0,1.0,3,1,30.0,20.0,3780.0,3,1,,0.0,1,1,,,,1,1,15.0,1.0,21.0,9.0,4.0,8.0,9.0,0.0,0.0,0.0,0.0,1,1,1.0,9,2.0,0,,,,,3.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,9,3,3,85,5.92,8.0,3.02,2.96,4.93,36.2,,,,,,,6.91,8.0,6.5,2.07,3.14,25.1,2.0,2.0,,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,,1.0,1.0,60.0,36.0,1.0,2.0,2.0,1.0,60.0,36.0,1.0,1.0,60.0,36.0,1.0,1.0,60.0,36.0,1.0,1.0,,2.0,3.0,2.0,,,,2.0,2.0,1.0,,2.0,1.0,3.0,2.0,2.0,2.0,4.0,7.0,4.0,4,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,,,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,4935.0,4935.0,6754.0,6754.0,8.0,1.0,0.0,,1.0,1.0,0.0,1.0,,0.0,,0.0,1.0,,4.0,8340.0,8492.0,,27.7,23.9,29.5,37.3,32.5,45.8,,,,,,,1.0,9.0,4.0,0.0,0.0,0.0,9.0,7.0,7.0,1953.0,1969.0,,164,2,1.0,,,0.932,7222.1
196,1974,197,1,58.0,,,245.0,50.0,2.0,697.0,1,4700.0,1.0,3,1,38.0,39.0,5790.0,3,1,1,21.0,2.0,1.0,40.0,,,321.0,36.0,2.0,717.0,5840.0,1.0,3,1,38.0,34.0,6990.0,3,1,1.0,57.0,2.0,17.0,5000.0,1.0,3,1,46.0,54.0,4890.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,37.0,16.0,12.0,12.0,12.0,3.0,1.0,1.0,1.0,1,1,4.0,8,3.0,1,,2.0,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,9.0,9,3,3,85,1.15,5.75,7.78,4.1,6.9,47.7,2.46,6.51,7.79,4.13,5.49,48.3,1.42,7.69,7.98,4.76,7.29,60.6,3.0,2.0,,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,,2.0,2.0,1.0,60.0,64.0,1.0,1.0,2.0,1.0,60.0,64.0,1.0,1.0,60.0,64.0,1.0,1.0,60.0,64.0,1.0,,3.0,2.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,3.0,4.0,3.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,7.0,43178.0,30841.0,59102.0,42215.0,8.0,2.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,0.0,6.0,2190.0,1100.0,3990.0,43.0,55.4,39.1,52.0,65.3,51.8,,,,39.2,61.1,25.9,3.0,4.0,2.0,2.0,0.0,1.0,7.0,3.0,6.0,1937.0,1958.0,,164,2,1.0,,,0.932,7222.1
197,1974,198,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,4,19.0,,,,,,,,,,,0.0,1,1,,,,1,1,415.0,40.0,2.0,67.0,6230.0,1.0,3,1,44.0,49.0,770.0,3,1,,0.0,1,1,,,,1,1,8.0,2.0,27.0,8.0,2.0,,,0.0,0.0,,,2,3,1.0,0,2.0,1,,2.0,,,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,,,9,3,3,85,,,,,,,,,,,,,3.27,7.84,1.26,3.87,7.61,38.7,1.0,2.0,,,,3.0,,2.0,3.0,3.0,2.0,2.0,,2.0,2.0,2.0,1.0,,,1.0,,,2.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,2.0,,,2.0,1.0,2.0,2.0,,,2.0,,,,,,,,,,3.0,2.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,3.0,,2.0,3.0,6.0,5.0,4.0,2,2.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,3.0,6.0,7.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,3.0,,2.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,3.0,,,,,2.0,1.0,2.0,,2.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,,,,,,20.0,1.0,0.0,,,,,,,,,,,,,,9540.0,,,,,28.7,25.7,30.3,,,,,,,,9.0,1.0,2.0,0.0,1.0,9.0,8.0,6.0,1947.0,1966.0,,164,2,1.0,,,0.466,7222.1
198,1974,199,7,,,1.0,372.0,46.0,2.0,208.0,1,5700.0,1.0,3,1,47.0,55.0,3490.0,3,1,1,20.0,2.0,1.0,50.0,,,245.0,50.0,2.0,617.0,4700.0,1.0,3,1,38.0,39.0,5390.0,3,1,390.0,35.0,2.0,407.0,4840.0,1.0,3,1,43.0,51.0,6080.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,24.0,13.0,16.0,11.0,14.0,1.0,1.0,0.0,1.0,2,1,4.0,9,2.0,1,,2.0,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,9.0,5.0,9,3,3,85,2.98,6.03,7.98,4.0,5.98,47.7,1.21,3.95,7.41,4.94,7.32,60.1,2.83,5.74,7.93,3.79,4.94,44.2,5.0,1.0,2.0,,3.0,3.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,,1.0,,,2.0,2.0,,,2.0,6.0,1.0,2.0,,,2.0,2.0,,,2.0,1.0,18.0,,1.0,2.0,,2.0,3.0,2.0,,,,2.0,2.0,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,6.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,2.0,,2.0,3.0,5.0,4.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,,1.0,,,,,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,,,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,6.0,30841.0,13570.0,42215.0,18575.0,11.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,9.0,3211.0,3315.0,2190.0,38.8,57.6,27.8,61.2,73.9,65.3,,,,43.0,55.4,39.1,2.0,9.0,7.0,2.0,0.0,4.0,9.0,4.0,5.0,1950.0,1970.0,,164,2,1.0,,,0.932,7222.1
199,1974,200,1,40.0,,,305.0,48.0,2.0,609.0,1,5120.0,1.0,3,1,45.0,48.0,5380.0,3,1,1,19.0,2.0,4.0,,,,410.0,36.0,2.0,69.0,6220.0,1.0,3,1,39.0,36.0,770.0,3,1,751.0,17.0,2.0,67.0,6260.0,1.0,3,1,28.0,23.0,770.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,23.0,12.0,14.0,12.0,12.0,1.0,1.0,1.0,1.0,2,1,3.0,9,1.0,1,,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,7.0,6.0,9,3,3,85,3.12,7.91,7.96,3.98,5.01,45.9,3.48,7.89,1.43,3.08,7.67,35.5,6.89,7.98,5.3,2.25,3.32,20.5,1.0,2.0,,2.0,3.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,,,1.0,4.0,2.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,,,1.0,28.0,,2.0,3.0,2.0,1.0,28.0,,2.0,1.0,70.0,,2.0,5.0,,,,1.0,,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,2.0,1.0,2.0,2.0,2.0,3.0,3.0,6.0,6.0,6,4.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,5.0,18505.0,16038.0,25329.0,21952.0,30.0,1.0,0.0,,1.0,1.0,,,1.0,1.0,,,,,4.0,3310.0,9595.0,9510.0,38.3,56.1,27.9,25.2,20.4,26.6,,,,24.6,16.0,30.4,2.0,,3.0,1.0,1.0,4.0,4.0,7.0,7.0,1951.0,1970.0,,164,2,1.0,,,0.932,7222.1
200,1974,201,5,,,1.0,436.0,33.0,2.0,67.0,1,9520.0,1.0,3,1,39.0,38.0,770.0,3,1,1,19.0,2.0,5.0,,,1.0,944.0,33.0,2.0,787.0,4510.0,1.0,3,1,36.0,27.0,8980.0,3,1,614.0,27.0,1.0,179.0,6820.0,1.0,3,1,40.0,40.0,770.0,3,1,,0.0,1,1,,,,1,1,5.0,3.0,69.0,11.0,3.0,,8.0,0.0,0.0,,0.0,1,1,2.0,8,3.0,4,2.0,,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,,9,3,3,69,6.89,7.94,3.05,2.96,4.86,31.2,2.06,6.82,1.87,3.94,5.95,38.5,7.0,8.0,3.01,2.89,4.9,32.0,1.0,1.0,2.0,,4.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,,1.0,1.0,48.0,,3.0,4.0,2.0,1.0,48.0,,3.0,1.0,48.0,,3.0,1.0,48.0,,3.0,1.0,,1.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,,1.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,3.0,,,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,4.0,8636.0,,11820.0,,,3.0,0.0,,1.0,1.0,,1.0,1.0,1.0,0.0,,1.0,0.0,6.0,9740.0,7130.0,5700.0,30.1,19.6,41.1,35.8,20.8,55.4,,,,24.6,37.7,13.2,1.0,4.0,4.0,2.0,1.0,3.0,4.0,2.0,3.0,1905.0,1924.0,,164,2,1.0,,,0.932,7222.1
201,1974,202,1,40.0,,,754.0,17.0,2.0,478.0,1,9720.0,1.0,3,1,32.0,20.0,680.0,3,1,1,24.0,2.0,1.0,32.0,,,926.0,42.0,2.0,828.0,3500.0,1.0,3,1,69.0,88.0,7970.0,3,1,801.0,41.0,1.0,17.0,205.0,1.0,3,1,46.0,58.0,170.0,3,1,,0.0,1,1,,,,1,1,1.0,2.0,44.0,12.0,,,12.0,1.0,0.0,,1.0,1,1,2.0,9,1.0,1,,2.0,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,9.0,9,3,3,69,7.0,8.0,6.2,1.46,1.56,11.5,4.67,7.0,8.0,3.59,5.17,43.3,1.68,7.97,1.51,3.84,6.62,30.9,3.0,1.0,2.0,,4.0,3.0,2.0,1.0,,1.0,3.0,2.0,2.0,,3.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,,1.0,4.0,2.0,1.0,1.0,,2.0,2.0,2.0,,,2.0,3.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,,3.0,2.0,3.0,2.0,,,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,55515.0,30841.0,75988.0,42215.0,15.0,1.0,2.0,4.0,0.0,,,1.0,0.0,0.0,,,,0.0,1.0,9996.0,6110.0,710.0,24.1,18.0,26.5,39.9,45.2,40.3,,,,46.6,69.1,35.0,1.0,6.0,4.0,4.0,4.0,4.0,,,,1930.0,1954.0,,164,2,1.0,,,0.932,7222.1
202,1974,203,7,,,1.0,643.0,19.0,2.0,287.0,1,9640.0,1.0,3,1,22.0,13.0,1270.0,3,1,1,21.0,2.0,5.0,,,1.0,755.0,23.0,2.0,858.0,4250.0,1.0,3,1,37.0,33.0,7870.0,3,1,640.0,26.0,2.0,48.0,6840.0,1.0,3,1,40.0,42.0,380.0,3,1,,0.0,1,1,,,,1,1,6.0,3.0,65.0,12.0,1.0,12.0,6.0,1.0,0.0,1.0,0.0,2,1,1.0,0,3.0,1,,2.0,,,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,,9,3,3,69,6.89,8.0,6.48,2.06,2.19,23.4,6.35,7.89,5.42,2.26,2.99,15.5,5.67,8.0,3.69,2.83,4.12,26.5,0.0,1.0,1.0,,4.0,3.0,2.0,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,,5.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,,2.0,2.0,,,2.0,3.0,2.0,2.0,,,2.0,1.0,60.0,,,1.0,60.0,,,2.0,,2.0,3.0,2.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1,6.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,4.0,1.0,3.0,5.0,2.0,2.0,2.0,3.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,5.0,16038.0,,21952.0,,34.0,1.0,0.0,,1.0,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.0,9714.0,7110.0,9990.0,14.8,16.5,7.8,42.2,22.9,68.5,,,,18.6,21.0,11.6,,0.0,4.0,4.0,,,6.0,,,1909.0,1930.0,,164,2,1.0,,,0.932,7222.1
