,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote68,pres68,if68who,vote72,pres72,if72who,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun2,gunlaw,courts,grass,relig,denom,other,fund,attend,postlife,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,racmar,racdin,racpush,racopen,raclive,racclos,racdis,racinteg,rachome,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,aged,anomia1,anomia2,anomia3,anomia4,anomia5,anomia6,anomia7,anomia8,anomia9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,classy,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,aborct,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,strike,civright,antiwar,prowar,school,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,povline,incdef,realinc,coninc,ethnic,ethnum,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswar,usintl,usun,commun,cohort,marcohrt,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,fileversion
356,1973,357,1,40.0,,,310.0,31.0,2.0,638.0,1,4760.0,1.0,3,1,31.0,18.0,4980.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,162.0,47.0,2.0,207.0,1550.0,1.0,3,1,50.0,63.0,7290.0,3,1,,0.0,1,1,,,,1,1,6.0,0.0,22.0,14.0,12.0,12.0,,1.0,1.0,0.0,,2,1,4.0,2,,1.0,,2.0,,,3.0,2.0,0,0,0,2,1.0,2.0,9.0,2,6,5,2,3.91,6.06,7.97,3.11,2.44,27.4,,,,,,,2.17,7.76,2.43,4.33,5.93,46.4,1.0,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,2.0,3.0,1.0,1.0,38.0,,2.0,2.0,1.0,1.0,38.0,,2.0,,,,,,,,,2.0,3.0,1.0,2.0,2.0,,,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,,2.0,3.0,3.0,1.0,4.0,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2.0,1.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1,3.0,7.0,32761.0,44643.0,11.0,1.0,3311.0,390.0,,39.7,55.9,30.9,57.4,63.9,66.2,,,,,,,2.0,1.0,1.0,1.0,1951.0,,,118,2,1.0,,,0.9145,7222.1
357,1973,358,5,,,1.0,,,2.0,917.0,1,1440.0,1.0,3,1,70.0,93.0,7290.0,3,1,1,30.0,2.0,7.0,,,2.0,,,,,,0.0,1,1,,,,1,1,,,2.0,917.0,8610.0,1.0,3,1,47.0,53.0,9590.0,3,1,,0.0,1,1,,,,1,1,0.0,4.0,74.0,15.0,16.0,12.0,12.0,1.0,3.0,,1.0,1,1,6.0,2,3.0,1.0,,2.0,,,3.0,2.0,0,0,0,2,0.0,0.0,,2,6,5,2,,,,,,,,,,,,,,,,,,,6.0,1.0,2.0,,1.0,2.0,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,,3.0,3.0,1.0,5.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,50.0,,3.0,5.0,1.0,1.0,50.0,,3.0,1.0,50.0,,3.0,1.0,28.0,,2.0,1.0,3.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,,,4.0,1.0,5.0,3.0,2.0,,,2.0,3.0,4.0,,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,,,1.0,2.0,3.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,1.0,1,2.0,,,,97.0,1.0,,,,82.9,84.0,95.1,50.0,45.5,64.8,,,,,,,,1.0,1.0,1.0,1899.0,1929.0,,118,2,1.0,,,0.9145,7222.1
358,1973,359,1,50.0,,,245.0,50.0,2.0,339.0,0,,,7,3,,,,7,3,1,30.0,2.0,1.0,40.0,,,312.0,36.0,2.0,569.0,5000.0,,6,2,46.0,54.0,,7,3,134.0,78.0,2.0,858.0,2200.0,,6,2,74.0,94.0,7870.0,6,2,,,4,2,,,,4,2,1.0,1.0,48.0,14.0,16.0,12.0,12.0,0.0,1.0,1.0,1.0,1,1,5.0,2,2.0,1.0,,1.0,1.0,1.0,3.0,2.0,0,0,0,2,0.0,2.0,11.0,2,5,3,27,1.21,3.95,7.41,4.94,7.32,60.1,1.45,5.78,7.93,4.36,6.73,52.3,2.0,2.0,8.0,4.43,7.22,58.0,5.0,1.0,2.0,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,2.0,1.0,,2.0,1.0,,2.0,1.0,4.0,2.0,,1.0,,,4.0,,,3.0,0.0,,4.0,,,3.0,4.0,,,3.0,1.0,60.0,43.0,2.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,,4.0,1.0,3.0,4.0,2.0,,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,2.0,,,,,,1.0,,2.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,3.0,7.0,58970.0,80357.0,8.0,1.0,2190.0,1310.0,3000.0,,,,84.5,99.1,72.2,,,,52.0,65.3,51.8,2.0,1.0,1.0,2.0,1925.0,1955.0,,112,2,1.0,,,0.9145,7222.1
359,1973,360,7,,,1.0,395.0,36.0,2.0,707.0,1,5860.0,1.0,3,1,32.0,26.0,6870.0,3,1,1,26.0,2.0,2.0,40.0,,,245.0,50.0,1.0,19.0,1300.0,1.0,3,1,73.0,92.0,7290.0,3,1,436.0,33.0,2.0,68.0,6260.0,1.0,3,1,28.0,23.0,770.0,3,1,,0.0,1,1,,,,1,1,4.0,3.0,54.0,12.0,8.0,8.0,8.0,1.0,0.0,0.0,0.0,2,1,5.0,2,2.0,1.0,,2.0,,,2.0,3.0,0,0,0,3,0.0,3.0,10.0,2,5,3,27,3.55,7.6,7.94,3.59,3.91,41.0,1.97,5.59,7.18,4.37,6.61,48.3,6.89,7.94,3.05,2.96,4.86,31.2,6.0,1.0,2.0,,1.0,2.0,,3.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,2.0,2.0,,,2.0,7.0,,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,1.0,3.0,1.0,1.0,2.0,,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,4.0,5.0,1.0,2.0,2.0,,2.0,3.0,3.0,2.0,,1.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,2.0,,,,,,2.0,,,,,2.0,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1,3.0,7.0,45866.0,62500.0,15.0,1.0,3990.0,9740.0,2190.0,35.8,56.1,22.8,25.2,20.4,26.6,,,,84.0,97.3,81.8,2.0,2.0,1.0,1.0,1919.0,1945.0,,112,2,1.0,,,1.3717,7222.1
360,1973,361,1,40.0,,,245.0,50.0,2.0,127.0,1,430.0,1.0,3,1,39.0,42.0,2570.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,1.0,127.0,430.0,1.0,3,1,39.0,42.0,2570.0,3,1,,0.0,1,1,,,,1,1,3.0,0.0,22.0,14.0,8.0,10.0,,1.0,0.0,0.0,,1,1,5.0,2,1.0,1.0,,1.0,1.0,2.0,3.0,6.0,0,1,2,3,0.0,3.0,11.0,2,5,3,27,1.21,3.95,7.41,4.94,7.32,60.1,,,,,,,1.97,5.59,7.18,4.37,6.61,48.3,6.0,3.0,,2.0,1.0,2.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,,,3.0,2.0,1.0,2.0,,,2.0,,,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,4.0,1.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,4.0,3.0,3.0,,3.0,3.0,3.0,2.0,,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,,2.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,3.0,3.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1,3.0,7.0,58970.0,80357.0,15.0,1.0,2190.0,2190.0,,67.7,76.9,76.8,67.7,76.9,76.8,,,,,,,2.0,1.0,1.0,3.0,1951.0,,,112,2,1.0,,,1.3717,7222.1
361,1973,362,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,1,26.0,2.0,1.0,40.0,,,245.0,50.0,2.0,67.0,220.0,1.0,3,1,53.0,75.0,770.0,3,1,801.0,41.0,1.0,17.0,205.0,1.0,3,1,46.0,58.0,170.0,3,1,,0.0,1,1,,,,1,1,1.0,3.0,53.0,10.0,8.0,8.0,12.0,0.0,0.0,0.0,1.0,2,1,1.0,2,2.0,1.0,,2.0,,,2.0,4.0,0,0,1,3,0.0,2.0,12.0,2,5,3,27,,,,,,,1.21,3.95,7.41,4.94,7.32,60.1,1.68,7.97,1.51,3.84,6.62,30.9,5.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,,,2.0,5.0,2.0,2.0,,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,,4.0,3.0,5.0,2.0,1.0,,3.0,1.0,1.0,4.0,2.0,,1.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,2.0,,3.0,1.0,1.0,2,3.0,8.0,93210.0,108150.0,15.0,1.0,,6110.0,2190.0,,,,39.9,45.2,40.3,,,,59.1,58.5,74.0,2.0,1.0,1.0,3.0,1920.0,1946.0,,112,2,1.0,,,1.3717,7222.1
362,1973,363,6,,,2.0,,,,,1,,0.0,1,1,,,,1,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,2.0,779.0,20.0,1.0,3,1,50.0,65.0,9070.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,20.0,13.0,16.0,16.0,,1.0,3.0,3.0,,1,1,5.0,2,1.0,1.0,,2.0,,,4.0,4.0,0,0,1,3,0.0,3.0,12.0,2,5,3,27,,,,,,,,,,,,,1.21,3.95,7.41,4.94,7.32,60.1,2.0,3.0,,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,5.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,,,2.0,3.0,1.0,2.0,,,2.0,,,,,,,,,2.0,3.0,4.0,1.0,2.0,,,,2.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,,,4.0,3.0,2.0,5.0,1.0,,3.0,1.0,3.0,4.0,,,,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,3.0,8.0,93210.0,108150.0,15.0,1.0,,2190.0,,,,,68.6,76.5,78.9,,,,,,,1.0,1.0,1.0,3.0,1953.0,,,112,2,1.0,,,1.3717,7222.1
363,1973,364,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,1,19.0,2.0,1.0,50.0,,,903.0,16.0,2.0,119.0,4220.0,1.0,3,1,24.0,15.0,3990.0,3,1,,,,,,0.0,1,1,,,,1,1,,0.0,1,1,,,,1,1,8.0,0.0,31.0,5.0,,,6.0,0.0,,,0.0,2,1,1.0,5,2.0,5.0,1.0,2.0,,,2.0,3.0,0,0,0,3,0.0,1.0,4.0,5,9,6,2,,,,,,,5.79,7.85,4.81,2.83,3.62,22.7,,,,,,,6.0,1.0,2.0,,1.0,2.0,,3.0,3.0,3.0,,,,3.0,3.0,,,2.0,2.0,5.0,2.0,2.0,5.0,,2.0,5.0,,,,,1.0,1.0,2.0,2.0,1.0,18.0,,1.0,2.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,,2.0,1.0,,1.0,1.0,7.0,3.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,2.0,3.0,3.0,2.0,5.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,,,1.0,1.0,2.0,,2.0,1.0,1.0,,1.0,3.0,5.0,4.0,2.0,,5.0,3.0,2.0,2.0,1.0,3.0,2.0,,2.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,3.0,,2,,2.0,2,2.0,2.0,,,2.0,,,2.0,,,,,,2.0,,,,,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2,3.0,5.0,11794.0,16071.0,,4.0,,,5510.0,,,,,,,,,,20.7,22.3,14.7,2.0,2.0,,2.0,1942.0,1961.0,,196,2,1.0,,,1.3717,7222.1
364,1973,365,1,39.0,,,663.0,25.0,2.0,319.0,1,8320.0,1.0,3,1,32.0,22.0,1680.0,3,1,1,17.0,1.0,1.0,58.0,,,461.0,48.0,2.0,319.0,7330.0,1.0,3,1,38.0,37.0,1680.0,3,1,621.0,19.0,2.0,118.0,8510.0,1.0,3,1,36.0,33.0,3890.0,3,1,,0.0,1,1,,,,1,1,4.0,3.0,41.0,10.0,8.0,9.0,12.0,0.0,0.0,0.0,1.0,2,1,2.0,5,2.0,1.0,,1.0,2.0,2.0,3.0,3.0,0,0,1,2,0.0,2.0,9.0,5,9,6,2,6.69,7.98,2.32,2.88,4.03,28.9,2.22,7.97,0.21,3.95,6.97,41.5,6.43,8.0,4.36,2.28,3.51,24.2,1.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,5.0,1.0,1.0,4.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,18.0,,1.0,4.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,3.0,4.0,,2.0,2.0,1.0,3.0,1.0,3.0,2.0,,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2,3.0,6.0,32761.0,44643.0,11.0,1.0,7950.0,9990.0,8410.0,13.2,16.5,5.5,24.6,27.1,19.3,,,,42.8,37.4,54.9,1.0,1.0,1.0,1.0,1932.0,1949.0,,196,2,1.0,,,0.9145,7222.1
365,1973,366,1,52.0,,,144.0,63.0,2.0,857.0,0,2320.0,,6,2,64.0,91.0,7860.0,6,2,1,23.0,2.0,1.0,43.0,,,663.0,25.0,2.0,319.0,8320.0,,6,2,32.0,22.0,,7,3,,,2.0,258.0,,,5,2,,,2970.0,6,2,,,4,2,,,,4,2,5.0,4.0,40.0,12.0,6.0,6.0,12.0,1.0,0.0,0.0,1.0,1,1,6.0,5,3.0,1.0,,1.0,1.0,2.0,3.0,6.0,0,2,2,2,0.0,2.0,9.0,5,9,6,2,1.9,2.02,8.0,4.99,6.96,62.7,6.69,7.98,2.32,2.88,4.03,28.9,,,,,,,4.0,1.0,2.0,,1.0,2.0,,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,18.0,,1.0,7.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,1.0,2.0,,3.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,3.0,6.0,32761.0,44643.0,26.0,2.0,1320.0,,7950.0,82.5,99.0,65.6,,,,,,,13.2,16.5,5.5,2.0,1.0,1.0,2.0,1933.0,1956.0,,196,2,1.0,,,0.9145,7222.1
366,1973,367,1,40.0,,,142.0,60.0,2.0,857.0,1,2320.0,1.0,3,1,64.0,91.0,7860.0,3,1,1,30.0,2.0,1.0,40.0,,,926.0,42.0,2.0,838.0,3500.0,1.0,3,1,69.0,88.0,8190.0,3,1,925.0,36.0,2.0,838.0,3600.0,1.0,3,1,48.0,50.0,8190.0,3,1,,0.0,1,1,,,,1,1,8.0,2.0,40.0,16.0,7.0,7.0,12.0,3.0,0.0,0.0,1.0,1,2,2.0,5,1.0,1.0,,2.0,,,2.0,4.0,1,1,0,2,0.0,2.0,9.0,5,9,6,2,1.97,2.03,8.0,4.99,6.14,63.6,4.67,7.0,8.0,3.59,5.17,43.3,6.81,6.91,7.97,3.06,4.02,33.6,1.0,1.0,1.0,,1.0,1.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,1.0,5.0,2.0,2.0,4.0,2.0,,4.0,,2.0,1.0,2.0,2.0,1.0,18.0,,1.0,7.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,5.0,2.0,1.0,2.0,,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1,3.0,6.0,32761.0,44643.0,1.0,1.0,1330.0,720.0,710.0,82.5,99.0,65.6,24.2,40.8,11.3,,,,46.6,69.1,35.0,2.0,2.0,1.0,1.0,1933.0,1963.0,,196,2,1.0,,,0.9145,7222.1
