,year,id,wrkstat,hrs1,hrs2,evwork,occ,prestige,wrkslf,industry,found,occ10,occindv,occstatus,occtag,prestg10,prestg105plus,indus10,indstatus,indtag,marital,agewed,divorce,spwrksta,sphrs1,sphrs2,spevwork,spocc,sppres,spwrkslf,spind,spocc10,spoccindv,spoccstatus,spocctag,sppres10,sppres105plus,spind10,spindstatus,spindtag,paocc16,papres16,pawrkslf,paind16,paocc10,paoccindv,paoccstatus,paocctag,papres10,papres105plus,paind10,paindstatus,paindtag,maocc10,maoccindv,maoccstatus,maocctag,mapres10,mapres105plus,maind10,maindstatus,maindtag,sibs,childs,age,educ,paeduc,maeduc,speduc,degree,padeg,madeg,spdeg,sex,race,res16,reg16,mobile16,family16,famdif16,mawork,mawkbaby,mawk16,incom16,hompop,babies,preteen,teens,adults,unrelat,earnrs,income,region,xnorcsiz,srcbelt,size,dotdata,dotpeop,dotthng,dotged,dotsvp,dotpres,spdotdat,spdotpeo,spdotthn,spdotged,spdotsvp,spdotpre,padotdat,padotpeo,padotthn,padotged,padotsvp,padotpre,partyid,vote68,pres68,if68who,vote72,pres72,if72who,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,spkath,colath,libath,spksoc,colsoc,libsoc,spkcom,colcom,libcom,spkhomo,colhomo,libhomo,cappun2,gunlaw,courts,grass,relig,denom,other,fund,attend,postlife,relig16,denom16,oth16,fund16,sprel,spden,spother,spfund,sprel16,spden16,spoth16,spfund16,racmar,racdin,racpush,racopen,raclive,racclos,racdis,racinteg,rachome,happy,hapmar,health,life,helpful,fair,trust,satcity,sathobby,satfam,satfrnd,sathealt,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,manners,success,honest,clean,judgment,control,role,amicable,obeys,responsi,consider,interest,studious,aged,anomia1,anomia2,anomia3,anomia4,anomia5,anomia6,anomia7,anomia8,anomia9,satjob,richwork,jobinc,jobsec,jobhour,jobpromo,jobmeans,class,classy,satfin,finalter,finrela,wksub,wksubs,wksup,wksups,unemp,govaid,union,getahead,abdefect,abnomore,abhlth,abpoor,abrape,absingle,aborct,xmarsex,homosex,porninf,pornmorl,pornrape,pornout,pornlaw,xmovie,strike,civright,antiwar,prowar,school,hit,hitage,hitnum,gun,gunage,gunnum,hitok,hitmarch,hitdrunk,hitchild,hitbeatr,hitrobbr,polhitok,polabuse,polmurdr,polescap,polattak,fear,burglr,robbry,owngun,pistol,shotgun,rifle,ticket,arrest,phone,coop,comprend,form,povline,incdef,realinc,coninc,ethnic,ethnum,isco68,paisco68,spisco68,sei10,sei10educ,sei10inc,pasei10,pasei10educ,pasei10inc,masei10,masei10educ,masei10inc,spsei10,spsei10educ,spsei10inc,uswar,usintl,usun,commun,cohort,marcohrt,formwt,sampcode,sample,oversamp,wtss,wtssnr,wtssall,fileversion
925,1973,926,7,,,1.0,663.0,25.0,2.0,319.0,0,8320.0,,6,2,32.0,22.0,,7,3,1,16.0,2.0,1.0,45.0,,,415.0,40.0,2.0,67.0,6230.0,,6,2,44.0,49.0,770.0,6,2,801.0,41.0,1.0,17.0,205.0,,6,2,46.0,58.0,,7,3,,,4,2,,,,4,2,6.0,3.0,49.0,11.0,8.0,8.0,11.0,0.0,0.0,0.0,0.0,2,1,2.0,6,1.0,1.0,,2.0,,,3.0,3.0,0,0,1,2,0.0,2.0,7.0,6,10,6,3,6.69,7.98,2.32,2.88,4.03,28.9,3.27,7.84,1.26,3.87,7.61,38.7,1.68,7.97,1.51,3.84,6.62,30.9,1.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,,,1.0,1.0,3.0,2.0,3.0,2.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,28.0,,2.0,8.0,1.0,1.0,18.0,,1.0,1.0,28.0,,2.0,1.0,28.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,5.0,4.0,3.0,2.0,,2.0,1.0,1.0,3.0,1.0,4.0,2.0,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2,3.0,5.0,19657.0,26786.0,14.0,1.0,7950.0,6110.0,9540.0,13.2,16.5,5.5,39.9,45.2,40.3,,,,28.7,25.7,30.3,2.0,1.0,1.0,2.0,1924.0,1940.0,,201,2,1.0,,,0.9145,7222.1
926,1973,927,1,40.0,,,240.0,60.0,2.0,857.0,1,230.0,1.0,3,1,59.0,80.0,7860.0,3,1,1,24.0,2.0,1.0,40.0,,,394.0,36.0,2.0,,5860.0,1.0,3,1,32.0,26.0,1870.0,3,1,415.0,40.0,2.0,407.0,6230.0,1.0,3,1,44.0,49.0,6080.0,3,1,,0.0,1,1,,,,1,1,2.0,2.0,38.0,16.0,6.0,8.0,12.0,3.0,0.0,0.0,1.0,2,1,1.0,6,2.0,1.0,,2.0,,,3.0,4.0,0,2,0,2,0.0,2.0,10.0,6,10,6,3,1.19,1.43,7.88,5.75,7.93,71.2,4.1,7.49,7.52,3.3,3.43,35.6,3.27,7.84,1.26,3.87,7.61,38.7,5.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,,1.0,4.0,2.0,2.0,,2.0,2.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,18.0,,1.0,8.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,3.0,,2.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1,3.0,7.0,45866.0,62500.0,,3.0,1391.0,9540.0,3990.0,75.5,92.0,74.2,28.7,25.7,30.3,,,,35.8,56.1,22.8,1.0,1.0,1.0,1.0,1935.0,1959.0,,201,2,1.0,,,0.9145,7222.1
927,1973,928,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,2,14.0,2.0,,,,,,,,,,0.0,1,1,,,,1,1,801.0,41.0,1.0,17.0,205.0,1.0,3,1,46.0,58.0,180.0,3,1,,0.0,1,1,,,,1,1,9.0,8.0,78.0,0.0,6.0,0.0,,0.0,0.0,0.0,,2,1,2.0,6,2.0,2.0,1.0,,,,3.0,1.0,0,0,0,1,,0.0,2.0,6,10,6,3,,,,,,,,,,,,,1.68,7.97,1.51,3.84,6.62,30.9,1.0,1.0,3.0,,1.0,2.0,,3.0,,2.0,,,1.0,,,,,2.0,,,1.0,,,,2.0,,1.0,1.0,,1.0,2.0,,,2.0,1.0,18.0,,1.0,4.0,1.0,1.0,18.0,,1.0,,,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,4.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,5.0,,,,,,2.0,2.0,3.0,,,,,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,1.0,,,4.0,2.0,5.0,1.0,3.0,3.0,,2.0,3.0,3.0,,,,,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,,,,1.0,,,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,,2.0,2.0,2.0,2.0,2.0,,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1,5.0,4.0,5242.0,7143.0,,4.0,,6110.0,,,,,39.9,45.2,40.3,,,,,,,2.0,,,,1895.0,1909.0,,201,2,1.0,,,0.4572,7222.1
928,1973,929,2,49.0,,,484.0,34.0,2.0,,1,7010.0,1.0,3,1,49.0,59.0,6690.0,3,1,1,24.0,1.0,1.0,40.0,,,310.0,31.0,2.0,628.0,4720.0,1.0,3,1,28.0,16.0,4970.0,3,1,221.0,60.0,2.0,419.0,9310.0,1.0,3,1,51.0,60.0,6090.0,3,1,,0.0,1,1,,,,1,1,7.0,0.0,55.0,7.0,8.0,8.0,12.0,0.0,0.0,0.0,1.0,1,1,2.0,6,1.0,1.0,,2.0,,,3.0,2.0,0,0,0,2,0.0,2.0,9.0,6,10,6,3,1.72,7.51,2.15,4.15,6.82,42.6,3.91,6.06,7.97,3.11,2.44,27.4,1.54,3.97,3.91,3.95,6.77,43.2,4.0,1.0,3.0,,1.0,2.0,,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,5.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,18.0,,1.0,3.0,1.0,1.0,18.0,,1.0,1.0,18.0,,1.0,1.0,28.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,2.0,4.0,3.0,1.0,3.0,,2.0,2.0,3.0,1.0,3.0,2.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1,3.0,6.0,32761.0,44643.0,8.0,2.0,8540.0,420.0,3311.0,51.8,69.7,46.8,52.3,47.9,68.0,,,,21.6,35.0,9.9,,2.0,2.0,1.0,1918.0,1942.0,,201,2,1.0,,,0.9145,7222.1
929,1973,930,1,40.0,,,903.0,16.0,2.0,369.0,1,4220.0,1.0,3,1,24.0,15.0,2190.0,3,1,1,21.0,2.0,7.0,,,1.0,611.0,18.0,2.0,319.0,9640.0,1.0,3,1,22.0,13.0,1680.0,3,1,441.0,45.0,2.0,569.0,4710.0,1.0,3,1,48.0,58.0,4090.0,3,1,,0.0,1,1,,,,1,1,7.0,0.0,34.0,12.0,8.0,7.0,12.0,1.0,0.0,0.0,1.0,1,1,2.0,6,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,0,0,0,2,0.0,2.0,9.0,6,10,6,3,5.79,7.85,4.81,2.83,3.62,22.7,6.98,7.98,3.07,2.62,3.34,24.2,1.22,3.94,6.34,4.13,6.95,44.1,4.0,1.0,3.0,,1.0,2.0,,2.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,18.0,,1.0,8.0,1.0,1.0,60.0,12.0,1.0,1.0,18.0,,1.0,1.0,28.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,3.0,4.0,2.0,,2.0,1.0,2.0,1.0,3.0,2.0,,2.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1,3.0,6.0,32761.0,44643.0,,4.0,5510.0,7000.0,7990.0,20.7,22.3,14.7,57.5,65.6,64.7,,,,14.8,16.5,7.8,1.0,1.0,1.0,1.0,1939.0,1960.0,,201,2,1.0,,,0.9145,7222.1
930,1973,931,1,40.0,,,372.0,46.0,2.0,189.0,1,5700.0,1.0,3,1,47.0,55.0,7380.0,3,1,1,24.0,2.0,1.0,40.0,,,31.0,76.0,2.0,718.0,2100.0,1.0,3,1,69.0,89.0,7070.0,3,1,14.0,62.0,,197.0,1460.0,1.0,3,1,70.0,94.0,3190.0,3,1,,0.0,1,1,,,,1,1,1.0,0.0,27.0,14.0,16.0,12.0,19.0,,,1.0,4.0,2,1,5.0,3,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,0,0,0,2,0.0,2.0,10.0,3,1,1,3367,2.98,6.03,7.98,4.0,5.98,47.7,1.05,0.54,8.0,5.92,7.92,76.4,0.3,7.67,1.42,5.64,7.79,67.1,2.0,1.0,2.0,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,,,3.0,1.0,2.0,3.0,,,3.0,3.0,,,3.0,3.0,,,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,2.0,1.0,3.0,,2.0,,3.0,1.0,3.0,1.0,3.0,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,1.0,1,3.0,7.0,45866.0,62500.0,13.0,1.0,3211.0,240.0,1210.0,38.8,57.6,27.8,83.8,93.1,90.5,,,,91.1,99.4,91.5,2.0,1.0,1.0,3.0,1946.0,1970.0,,126,2,1.0,,,0.9145,7222.1
931,1973,932,7,,,2.0,,,,,1,,0.0,1,1,,,,1,1,1,20.0,2.0,1.0,40.0,,,,,2.0,,1360.0,1.0,3,1,65.0,91.0,770.0,3,1,751.0,17.0,2.0,68.0,6730.0,1.0,3,1,41.0,43.0,770.0,3,1,,0.0,1,1,,,,1,1,3.0,1.0,23.0,12.0,14.0,,14.0,1.0,1.0,1.0,1.0,2,1,3.0,5,3.0,1.0,,1.0,1.0,1.0,,3.0,1,0,0,2,0.0,1.0,,3,1,1,3367,,,,,,,,,,,,,6.89,7.98,5.3,2.25,3.32,20.5,1.0,2.0,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,28.0,,2.0,3.0,1.0,1.0,28.0,,2.0,2.0,,,2.0,2.0,,,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,3.0,4.0,2.0,5.0,1.0,,2.0,1.0,,3.0,1.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2,2.0,1.0,2.0,1.0,2.0,,,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,,3.0,1.0,1.0,2,2.0,,,,14.0,1.0,,9595.0,,,,,27.2,21.5,30.8,,,,85.2,95.1,90.2,2.0,1.0,1.0,3.0,1950.0,1970.0,,126,2,1.0,,,0.9145,7222.1
932,1973,933,1,55.0,,,144.0,63.0,2.0,857.0,1,2320.0,1.0,3,1,64.0,91.0,7860.0,3,1,5,,,,,,,,,,,,0.0,1,1,,,,1,1,245.0,50.0,1.0,697.0,4700.0,1.0,3,1,38.0,39.0,5080.0,3,1,,0.0,1,1,,,,1,1,2.0,0.0,33.0,18.0,12.0,12.0,,4.0,1.0,1.0,,1,1,3.0,3,3.0,1.0,,1.0,2.0,1.0,2.0,1.0,0,0,0,1,,1.0,8.0,3,1,1,3367,1.9,2.02,8.0,4.99,6.96,62.7,,,,,,,1.97,5.59,7.18,4.37,6.61,48.3,4.0,1.0,2.0,,1.0,2.0,,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,,2.0,1.0,4.0,2.0,,,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,60.0,40.0,3.0,3.0,2.0,1.0,60.0,40.0,3.0,,,,,,,,,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,1.0,,2.0,2.0,1.0,3.0,2.0,,2.0,,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2,2.0,1.0,2,2.0,1.0,2.0,3.0,2.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1,1.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,3.0,6.0,23588.0,32143.0,8.0,1.0,1320.0,2190.0,,82.5,99.0,65.6,43.0,55.4,39.1,,,,,,,2.0,1.0,1.0,4.0,1940.0,,,126,2,1.0,,,0.4572,7222.1
933,1973,934,2,30.0,,,415.0,40.0,1.0,69.0,0,6230.0,,6,2,44.0,49.0,770.0,6,2,2,45.0,2.0,,,,,,,,,,,4,2,,,,4,2,415.0,40.0,2.0,407.0,6230.0,,6,2,44.0,49.0,6080.0,6,2,,,4,2,,,,4,2,5.0,0.0,62.0,9.0,8.0,8.0,,0.0,0.0,0.0,,1,1,4.0,3,,1.0,,2.0,,,4.0,1.0,0,0,0,1,,1.0,9.0,3,1,1,3367,3.27,7.84,1.26,3.87,7.61,38.7,,,,,,,3.27,7.84,1.26,3.87,7.61,38.7,0.0,,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,5.0,1.0,2.0,5.0,1.0,2.0,5.0,1.0,,5.0,1.0,1.0,1.0,2.0,1.0,2.0,,,2.0,4.0,2.0,2.0,,,2.0,,,,,,,,,1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,1.0,3.0,2.0,,4.0,2.0,,3.0,2.0,,2.0,,2.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,2.0,,,,,,2.0,,,,,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2,3.0,7.0,32761.0,44643.0,21.0,1.0,9540.0,9540.0,,28.7,25.7,30.3,28.7,25.7,30.3,,,,,,,1.0,1.0,1.0,3.0,1911.0,1956.0,,126,2,1.0,,,0.4572,7222.1
934,1973,935,1,58.0,,,651.0,29.0,2.0,157.0,1,8210.0,1.0,3,1,29.0,19.0,2670.0,3,1,1,23.0,2.0,7.0,,,1.0,665.0,29.0,2.0,207.0,8140.0,1.0,3,1,38.0,35.0,3370.0,3,1,801.0,41.0,2.0,17.0,6050.0,1.0,3,1,27.0,18.0,180.0,3,1,,0.0,1,1,,,,1,1,8.0,5.0,54.0,12.0,2.0,8.0,6.0,1.0,0.0,0.0,0.0,1,1,2.0,3,2.0,1.0,,1.0,2.0,2.0,2.0,3.0,0,0,1,2,0.0,3.0,9.0,3,3,3,17,5.44,8.0,2.88,2.81,4.44,31.8,7.0,8.0,4.0,2.46,3.22,30.8,1.68,7.97,1.51,3.84,6.62,30.9,2.0,1.0,3.0,,2.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0,2.0,5.0,1.0,1.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,60.0,68.0,1.0,8.0,1.0,1.0,28.0,,2.0,1.0,60.0,68.0,1.0,1.0,60.0,68.0,1.0,2.0,3.0,,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,5.0,2.0,1.0,2.0,,3.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1,2.0,2.0,2,2.0,2.0,,,2.0,,,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1,3.0,6.0,32761.0,44643.0,8.0,1.0,8351.0,6110.0,8510.0,25.5,17.5,31.0,14.0,14.1,7.7,,,,28.4,21.7,33.8,1.0,1.0,1.0,1.0,1919.0,1942.0,,123,2,1.0,,,0.9145,7222.1
935,1973,936,2,24.0,,,665.0,29.0,2.0,247.0,1,8140.0,1.0,3,1,38.0,35.0,3960.0,3,1,3,29.0,,,,,,,,,,,0.0,1,1,,,,1,1,473.0,37.0,2.0,178.0,7210.0,1.0,3,1,42.0,43.0,3070.0,3,1,,0.0,1,1,,,,1,1,5.0,1.0,63.0,8.0,0.0,0.0,,0.0,0.0,0.0,,2,1,5.0,3,1.0,1.0,,1.0,2.0,1.0,2.0,3.0,0,0,0,3,0.0,2.0,4.0,3,3,3,5,7.0,8.0,4.0,2.46,3.22,30.8,,,,,,,2.35,7.86,1.41,3.79,6.66,36.6,6.0,,,,1.0,2.0,,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,38.0,,2.0,8.0,1.0,1.0,38.0,,2.0,,,,,,,,,2.0,3.0,4.0,2.0,2.0,,,,2.0,2.0,,4.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,6.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,2.0,3.0,5.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,5.0,4.0,1.0,3.0,,2.0,3.0,2.0,2.0,1.0,3.0,2.0,,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2,2.0,2.0,2,2.0,2.0,,,2.0,,,2.0,,,,,,,1.0,1.0,2.0,2.0,1.0,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2,3.0,5.0,11794.0,16071.0,6.0,1.0,8510.0,8430.0,,28.4,21.7,33.8,35.3,29.7,43.6,,,,,,,2.0,2.0,2.0,3.0,1910.0,1939.0,,125,2,1.0,,,1.3717,7222.1
